0.002,0,-0.100754,0.000592957,1.50143,0,0,0,-0.00197226,-0.102763,-0.00259989,1.50032,-0.000632569,-0.0113862,0.0115074,0.00532078,0.00581351,0.00940771,0.00415919,0.00137457,0.031093,-0.0311514,-0.0013993,-0.00180413,-0.00567318,0.00186555,-0.00068191,-0.00096083,-0.00120746,-0.102303,-0.0920005,-0.152289,-0.0934301,-0.0257599,-0.598702,0.599262,-0.00524805,-0.0011644,-0.0234846,-0.0142329,-0.0029406,-0.0166088,0.000150096
0.004,0,-0.100781,0.000547345,1.50151,0,0,0,-0.00197226,-0.102763,-0.00259989,1.50032,-0.000632569,-0.0113862,0.0115074,0.00511613,0.0050678,0.00816872,0.00563809,0.0013217,0.0298971,-0.0299533,-0.0010289,-0.00132657,-0.00417146,0.00137173,-0.000501404,-0.000706492,-0.000887838,-0.102303,-0.102803,-0.170259,-0.0613963,-0.0257858,-0.598673,0.599254,-0.0048813,-0.0010111,-0.0221201,-0.015385,-0.00215948,-0.0160359,0.000152432
0.006,0,-0.100781,0.000547345,1.50143,0,0,0,-0.00197226,-0.10279,-0.00255428,1.50032,-0.000632569,-0.0113862,0.0115074,0.00491936,0.00487288,0.00785454,0.00378237,0.00127087,0.0287472,-0.0288012,-0.000756544,-0.00455621,0.00294849,0.00100863,-0.000368679,-0.00051948,-0.000652822,-0.102153,-0.102597,-0.169752,-0.0947218,-0.0257716,-0.59776,0.598361,-0.004535,-0.0109086,-0.00395739,-0.0164275,-0.0014341,-0.0154825,0.000154366
0.008,0,-0.100781,0.000547345,1.50151,0,0,0,-0.00197226,-0.10279,-0.00255428,1.50023,-0.000553498,-0.0113072,0.0115074,0.00473015,0.00468546,0.00755244,0.00527577,0.00122199,0.0276415,-0.0276935,-0.000556282,-0.00335016,0.002168,-0.0105765,0.0102303,0.0101194,-0.000480016,-0.101862,-0.102255,-0.169033,-0.0623595,-0.0257204,-0.596032,0.59665,-0.00420811,-0.0100025,-0.00402752,-0.0488836,0.028481,0.0142943,0.000155926
0.01,0,-0.100754,0.000592957,1.50151,0,0,0,-0.00197226,-0.10279,-0.00255428,1.50032,-0.000553498,-0.0113072,0.0116102,0.00454822,0.00502737,0.00813912,0.00507285,0.00117499,0.0265784,-0.0266284,-0.000409031,-0.00246335,0.00159412,0.00350293,0.00752229,0.00744076,0.0132463,-0.101443,-0.0917472,-0.151249,-0.0638633,-0.025635,-0.593552,0.594185,-0.00389966,-0.00914999,-0.0040864,-0.0157855,0.0268547,0.0125612,0.0381545
0.012,0,-0.100781,0.000547345,1.50143,0,0,0,-0.00197226,-0.10279,-0.00255428,1.50023,-0.000632569,-0.0113862,0.0115074,0.00437329,0.00431189,0.00694892,0.00323887,0.0011298,0.0255562,-0.0256042,-0.000300758,-0.00181129,0.00117215,-0.00870411,-0.00493469,-0.00499464,-0.00385931,-0.100906,-0.101978,-0.16832,-0.0966758,-0.0255181,-0.590382,0.591027,-0.00360872,-0.00834826,-0.00413479,-0.0481945,-0.00393087,-0.018302,-0.00276485
0.014,0,-0.100781,0.000547345,1.50151,0,0,0,-0.00197226,-0.102817,-0.00259989,1.50032,-0.000632569,-0.0113862,0.0115074,0.00420509,0.00414605,0.00668165,0.00475317,0.00108635,0.0245732,-0.0246194,-0.000221146,-0.00492456,-0.0051739,0.0048771,-0.00362845,-0.00367253,-0.00283773,-0.100259,-0.101245,-0.166986,-0.0638364,-0.0253723,-0.586578,0.587233,-0.00333438,-0.0176354,-0.0210418,-0.0150537,-0.00314576,-0.0175674,-0.00259564
0.016,0,-0.100781,0.000547345,1.50151,0,0,0,-0.00197226,-0.10279,-0.00255428,1.50032,-0.000553498,-0.0113072,0.0115074,0.00404335,0.00398659,0.00642467,0.00457036,0.00104456,0.0236281,-0.0236725,-0.000162607,-2.72402e-05,0.00223317,0.0035861,0.00779838,0.00776597,-0.00208656,-0.0995135,-0.100417,-0.165506,-0.0648968,-0.0252,-0.582192,0.582857,-0.00307581,-0.00611432,-0.00290539,-0.0159076,0.0268271,0.0123801,-0.00243535
0.018,0,-0.100754,0.000501733,1.50151,0,0,0,-0.00197226,-0.10279,-0.00255428,1.50032,-0.000632569,-0.0112281,0.0115074,0.00388784,0.00435537,0.00530041,0.00439457,0.00100439,0.0227193,-0.022762,-0.000119564,-2.00296e-05,0.00164203,0.00263684,-0.00472852,0.0161729,-0.00153424,-0.0986767,-0.089463,-0.180761,-0.0657812,-0.0250033,-0.577277,0.577949,-0.0028322,-0.00549413,-0.00300134,-0.0166736,-0.00398566,0.0400499,-0.00228355
0.02,0,-0.100781,0.000547345,1.50151,0,0,0,-0.00193574,-0.102817,-0.00259989,1.50032,-0.000553498,-0.0113072,0.0115074,0.00373831,0.00366574,0.0059737,0.00422555,0.000965757,0.0218455,-0.0218866,0.00474795,-0.00360953,-0.00483188,0.00193885,0.00699254,0.00142244,-0.00112812,-0.0977571,-0.0992843,-0.16086,-0.0665016,-0.0247846,-0.571878,0.572556,0.0109044,-0.0149533,-0.019954,-0.0173571,0.0260167,0.00708832,-0.00213983
