0.002,1.10727,-2.69436,0.570944,-7.9283,-0.149303,-0.412872,-0.0222547,2.09047e-17,-5.85602,-0.0509573,-8.19557,-0.000385338,-0.449731,0.0086239,0,0.290693,0,0.079023,0,0,0,0,-0.00890691,0,0.0650723,0,0,0,1.10727,2.87097,0.621901,0.188253,-0.148918,0.0368592,-0.0308786
0.004,1.10727,-3.25437,0.402211,-7.98391,-0.149311,-0.412878,-0.0222562,-1.46318e-18,-5.85767,-0.0509305,-8.19601,-0.000385348,-0.449739,0.00862412,0,0.248166,0,0.074976,0,0,0,0,0.0873706,0,0.0917282,0,0,0,1.10727,2.35514,0.453142,0.137121,-0.148926,0.0368612,-0.0308804
0.006,1.10728,-2.80405,0.571006,-7.95296,-0.169874,-0.433436,-0.0222571,3.23098e-17,-5.85701,-0.0509062,-8.19593,-0.000381501,-0.449741,0.00862496,0,0.236238,0,0.0717617,0,0,0,0,0.0358512,0,0.0848288,0,0,0,1.10728,2.81671,0.621912,0.171211,-0.169492,0.0163048,-0.0308821
0.008,1.10729,-2.89558,0.308717,-7.90407,-0.12956,-0.393101,-0.0222598,3.12419e-17,-5.85741,-0.0509305,-8.19574,-0.000385342,-0.449734,0.00862399,0,0.253683,0,0.0693249,0,0,0,0,0.0667621,0,0.0606234,0,0,0,1.10729,2.70814,0.359648,0.222344,-0.129174,0.056633,-0.0308838
0.01,1.1073,-2.7997,0.552721,-7.94168,-0.149336,-0.412864,-0.0194371,3.0649e-17,-5.85602,-0.0509572,-8.19557,-0.000386281,-0.449732,0.00862296,0,0.212404,0,0.0656377,0,0,0,0,-0.0277463,0,0.0520271,0,0,0,1.1073,2.84391,0.603678,0.188257,-0.14895,0.0368673,-0.0280601
0.012,1.28627,-2.78246,0.570995,-7.94446,-0.149343,-0.412861,-0.024832,3.66396e-17,-5.85535,-0.0509326,-8.19549,-0.000385133,-0.44973,0.00862391,0,0.201806,0,0.0627732,0,0,0,0,-0.0726328,0,0.0469317,0,0,0,1.28627,2.87109,0.621928,0.188258,-0.148958,0.0368694,-0.0334559
0.014,0.955738,-2.73641,0.402236,-7.94655,-0.128796,-0.433422,-0.0222657,3.9011e-17,-5.85536,-0.0509323,-8.19549,-0.000388205,-0.449734,0.0086233,0,0.220687,0,0.0606844,0,0,0,0,-0.0705932,0,0.0450804,0,0,0,0.955738,2.89826,0.453169,0.188259,-0.128408,0.0163129,-0.030889
0.016,1.10732,-2.71957,0.570955,-7.94916,-0.148573,-0.413651,-0.0194429,9.04946e-18,-5.85464,-0.0509836,-8.19541,-0.000389348,-0.449733,0.00862227,0,0.209629,0,0.0579843,0,0,0,0,-0.112996,0,0.0403718,0,0,0,1.10732,2.92544,0.621939,0.18826,-0.148184,0.0360827,-0.0280652
0.018,1.10732,-3.16875,0.308691,-7.95311,-0.14858,-0.413648,-0.0248378,3.46637e-17,-5.85464,-0.0509837,-8.19541,-0.000388405,-0.449733,0.00862321,0,0.140533,0,0.0540297,0,0,0,0,-0.1086,0,0.0388878,0,0,0,1.10732,2.54536,0.359675,0.188261,-0.148192,0.0360847,-0.033461
0.02,1.10733,-2.49492,0.739755,-8.02829,-0.169144,-0.393082,-0.0194458,-1.48159e-17,-5.85397,-0.0509592,-8.19532,-0.000386072,-0.449727,0.00862288,0,0.18921,0,0.0298974,0,0,0,0,-0.148763,0,0.0345283,0,0,0,1.10733,3.16984,0.790714,0.137129,-0.168758,0.0566451,-0.0280686
0.022,1.10734,-2.82617,0.51398,-7.84737,-0.149383,-0.412848,-0.0248406,-1.44229e-17,-5.85397,-0.0509593,-8.19532,-0.000385129,-0.449727,0.00862382,0,0.183736,0,0.0744619,0,0,0,0,-0.142249,0,0.0333757,0,0,0,1.10734,2.84406,0.56494,0.273484,-0.148998,0.0368794,-0.0334645
0.024,1.10735,-2.86674,0.326925,-7.99352,-0.149392,-0.412844,-0.0222738,5.20425e-18,-5.85325,-0.0510108,-8.19523,-0.000385329,-0.449726,0.00862374,0,0.142422,0,0.0475354,0,0,0,0,-0.180395,0,0.0293308,0,0,0,1.10735,2.84409,0.377936,0.154176,-0.149006,0.0368815,-0.0308976
0.026,1.28632,-2.8769,0.47745,-8.03588,-0.1494,-0.412842,-0.0222755,5.20425e-18,-5.85325,-0.0510108,-8.19523,-0.000385329,-0.449726,0.00862374,0,0.132239,0,0.0222236,0,0,0,0,-0.171979,0,0.0284769,0,0,0,1.28632,2.84412,0.528461,0.137132,-0.149014,0.0368835,-0.0308993
0.028,1.13475,-2.71685,0.383951,-7.92801,-0.149408,-0.41284,-0.0222773,5.20425e-18,-5.85325,-0.0510108,-8.19523,-0.000385329,-0.449726,0.00862374,0,0.156508,0,0.0448697,0,0,0,0,-0.163944,0,0.027645,0,0,0,1.13475,2.97989,0.434962,0.222354,-0.149022,0.0368856,-0.030901
0.03,0.955795,-2.99943,0.365711,-7.96492,-0.149416,-0.412838,-0.022279,5.20425e-18,-5.85325,-0.0510108,-8.19523,-0.000385329,-0.449726,0.00862374,0,0.118257,0,0.0420448,0,0,0,0,-0.156272,0,0.0268346,0,0,0,0.955795,2.73557,0.416722,0.188267,-0.149031,0.0368876,-0.0309027
0.032,1.10737,-2.42827,0.721515,-7.89114,-0.149425,-0.412835,-0.0194562,1.59924e-17,-5.85258,-0.050986,-8.19515,-0.000386067,-0.449725,0.0086228,0,0.17287,0,0.064603,0,0,0,0,-0.193318,0,0.0231161,0,0,0,1.10737,3.25145,0.772501,0.239401,-0.149039,0.0368897,-0.028079
0.034,1.28635,-2.79692,0.495689,-8.02587,-0.149433,-0.412827,-0.0220267,-3.65448e-17,-5.8516,-0.0510375,-8.19479,-0.000386262,-0.449719,0.00862258,0,0.129013,0,0.0147414,0,0,0,0,-0.237427,0,-0.00411675,0,0,0,1.28635,2.92567,0.546727,0.154181,-0.149047,0.0368917,-0.0306493
0.036,1.13478,-2.96766,0.40219,-7.91917,-0.14944,-0.412825,-0.024853,-2.5757e-17,-5.8516,-0.0510376,-8.19479,-0.000385319,-0.449719,0.00862353,0,0.0939951,0,0.036218,0,0,0,0,-0.225267,0,-0.00348625,0,0,0,1.13478,2.78995,0.453227,0.239403,-0.149055,0.0368938,-0.0334765
0.038,0.955824,-3.03064,0.38395,-7.90438,-0.149448,-0.412818,-0.0222862,1.54726e-17,-5.85133,-0.0510376,-8.19453,-0.000385313,-0.449714,0.0086234,0,0.0578743,0,0.0336982,0,0,0,0,-0.222891,0,-0.0266859,0,0,0,0.955824,2.76282,0.434988,0.256448,-0.149063,0.0368959,-0.0309096
0.04,1.1074,-2.62434,0.459164,-7.93924,-0.128901,-0.433378,-0.0222886,5.48862e-17,-5.85062,-0.0510887,-8.19445,-0.000388585,-0.449717,0.00862271,0,0.0833343,0,0.0328463,0,0,0,0,-0.255507,0,-0.0281238,0,0,0,1.1074,3.14295,0.510253,0.222361,-0.128512,0.0163394,-0.0309113
0.042,1.28637,-2.54491,0.459194,-7.93997,-0.169232,-0.393044,-0.0222897,1.75234e-19,-5.84995,-0.0510643,-8.19436,-0.000385308,-0.449711,0.00862331,0,0.107762,0,0.0320216,0,0,0,0,-0.286226,0,-0.0294115,0,0,0,1.28637,3.19728,0.510258,0.222362,-0.168847,0.0566677,-0.0309131
0.044,0.955846,-3.07128,0.459174,-7.94248,-0.170027,-0.433373,-0.0222906,1.46216e-17,-5.85062,-0.0510894,-8.19445,-0.000381871,-0.449717,0.00862416,0,0.070739,0,0.0296038,0,0,0,0,-0.226515,0,-0.0246994,0,0,0,0.955846,2.7086,0.510263,0.222363,-0.169645,0.0163434,-0.0309148
0.046,1.28639,-2.69319,0.365674,-7.94315,-0.150269,-0.413604,-0.0194678,3.29175e-17,-5.85062,-0.0510893,-8.19445,-0.000382814,-0.449717,0.00862321,0,0.0958509,0,0.0289314,0,0,0,0,-0.214339,0,-0.0232359,0,0,0,1.28639,3.06158,0.416763,0.222364,-0.149886,0.0361132,-0.028091
0.048,0.95586,-3.14053,0.440939,-7.94631,-0.129721,-0.393039,-0.0248635,4.99804e-17,-5.85062,-0.0510891,-8.19444,-0.000385513,-0.449713,0.00862331,0,0.0285847,0,0.0257626,0,0,0,0,-0.202764,0,-0.0218484,0,0,0,0.95586,2.68151,0.492028,0.222366,-0.129335,0.0566737,-0.0334868
0.05,1.10744,-2.76046,0.534449,-7.94679,-0.149498,-0.412805,-0.0194721,4.18082e-17,-5.85062,-0.051089,-8.19444,-0.000386456,-0.449713,0.00862237,0,0.0556723,0,0.0252858,0,0,0,0,-0.191762,0,-0.0205332,0,0,0,1.10744,3.03448,0.585538,0.222367,-0.149111,0.036908,-0.0280945
0.052,1.28641,-2.70726,0.552699,-7.94724,-0.17006,-0.39224,-0.0248663,4.56981e-17,-5.85061,-0.0510894,-8.19444,-0.000382447,-0.449708,0.00862392,0,0.081691,0,0.0248258,0,0,0,0,-0.181306,0,-0.0192869,0,0,0,1.28641,3.06166,0.603788,0.222368,-0.169678,0.0574685,-0.0334903
0.054,1.13485,-2.8244,0.290434,-8.02295,-0.150301,-0.412006,-0.0222995,4.56981e-17,-5.85061,-0.0510894,-8.19444,-0.000382447,-0.449708,0.00862392,0,0.0731242,0,0.000250061,0,0,0,0,-0.17137,0,-0.0181061,0,0,0,1.13485,2.95309,0.341524,0.171237,-0.149918,0.0377029,-0.0309234
0.056,1.13485,-2.82693,0.44096,-7.91487,-0.129753,-0.432566,-0.0223018,4.99804e-17,-5.85062,-0.0510891,-8.19444,-0.000385513,-0.449713,0.00862331,0,0.070573,0,0.0231145,0,0,0,0,-0.161931,0,-0.0169876,0,0,0,1.13485,2.95311,0.492049,0.256459,-0.129368,0.0171465,-0.0309251
0.058,0.955896,-2.89274,0.440938,-7.9005,-0.14953,-0.412789,-0.0194792,1.73657e-17,-5.84897,-0.0511157,-8.194,-0.000386446,-0.449706,0.00862216,0,0.00308857,0,0.0199976,0,0,0,0,-0.25085,0,-0.0455597,0,0,0,0.955896,2.95314,0.492053,0.273504,-0.149144,0.0369163,-0.0281013
0.06,1.10748,-2.53086,0.440918,-7.93295,-0.149537,-0.412789,-0.0248741,4.54471e-18,-5.84964,-0.0511406,-8.19409,-0.000385708,-0.449707,0.0086231,0,0.094106,0,0.0217193,0,0,0,0,-0.192391,0,-0.0402343,0,0,0,1.10748,3.22467,0.492058,0.239417,-0.149152,0.0369184,-0.0334972
0.062,1.10748,-2.92146,0.347418,-7.93515,-0.149546,-0.412787,-0.0194826,-1.87521e-17,-5.84964,-0.0511405,-8.19409,-0.000386651,-0.449707,0.00862215,0,0.0564362,0,0.0195236,0,0,0,0,-0.181432,0,-0.0381808,0,0,0,1.10748,2.87174,0.398559,0.239418,-0.14916,0.0369204,-0.0281048
0.064,1.28645,-2.98512,0.516187,-7.98866,-0.170109,-0.392226,-0.0248768,1.04917e-17,-5.8499,-0.0511409,-8.19435,-0.000382647,-0.449707,0.00862383,0,0.0201591,0,0.0174095,0,0,0,0,-0.16183,0,-0.0124486,0,0,0,1.28645,2.84462,0.567328,0.188287,-0.169726,0.057481,-0.0335006
0.066,0.955925,-2.8798,0.440932,-7.9556,-0.150349,-0.411992,-0.0223099,1.04917e-17,-5.8499,-0.0511409,-8.19435,-0.000382647,-0.449707,0.00862383,0,0.0168551,0,0.0163795,0,0,0,0,-0.152667,0,-0.0115299,0,0,0,0.955925,2.95325,0.492073,0.222377,-0.149967,0.0377153,-0.0309337
0.068,1.1075,-2.74627,0.534467,-7.90511,-0.150357,-0.453109,-0.0223115,2.75163e-17,-5.84897,-0.0511162,-8.19401,-0.000381861,-0.449709,0.00862394,0,0.0136784,0,0.0153891,0,0,0,0,-0.197521,0,-0.0373706,0,0,0,1.1075,3.08903,0.585583,0.27351,-0.149975,-0.00339953,-0.0309354
0.07,1.10751,-2.82665,0.272177,-7.93918,-0.170921,-0.39301,-0.0194881,-3.12603e-18,-5.84964,-0.0511412,-8.19409,-0.000379943,-0.449707,0.00862361,0,0.042537,0,0.0154882,0,0,0,0,-0.141755,0,-0.0324559,0,0,0,1.10751,2.98045,0.323318,0.239423,-0.170542,0.0566965,-0.0281117
0.072,1.10752,-2.99872,0.516207,-7.94122,-0.130606,-0.392213,-0.0248838,-7.06955e-18,-5.84963,-0.0511409,-8.19409,-0.000382641,-0.449703,0.0086237,0,0.00618017,0,0.0134384,0,0,0,0,-0.133379,0,-0.0307938,0,0,0,1.10752,2.84473,0.567348,0.239425,-0.130223,0.0574893,-0.0335075
0.074,1.10753,-2.75985,0.347396,-8.01646,-0.129827,-0.43254,-0.0223176,8.89801e-17,-5.84892,-0.0511921,-8.194,-0.000385908,-0.449706,0.00862301,0,-3.7624e-05,0,-0.0107509,0,0,0,0,-0.169796,0,-0.0321412,0,0,0,1.10753,3.08911,0.398588,0.188293,-0.129441,0.0171651,-0.0309406
0.076,1.10753,-2.6992,0.516166,-7.90673,-0.129048,-0.392208,-0.0223201,6.65238e-17,-5.84892,-0.0511917,-8.194,-0.000389544,-0.449702,0.00862217,0,0.0334376,0,0.0137503,0,0,0,0,-0.159818,0,-0.0304095,0,0,0,1.10753,3.11628,0.567357,0.273515,-0.128658,0.0574935,-0.0309423
0.078,1.10754,-3.11651,0.440962,-7.94297,-0.169379,-0.432538,-0.0194964,-1.87521e-17,-5.84964,-0.0511405,-8.19409,-0.000386651,-0.449707,0.00862215,0,-0.00308592,0,0.0116904,0,0,0,0,-0.105989,0,-0.0258337,0,0,0,1.10754,2.73621,0.492102,0.239428,-0.168993,0.0171693,-0.0281185
0.08,1.10755,-2.73317,0.347462,-7.9426,-0.149619,-0.412768,-0.0220667,-1.87521e-17,-5.84964,-0.0511405,-8.19409,-0.000386651,-0.449707,0.00862215,0,0.0272773,0,0.0120596,0,0,0,0,-0.0994687,0,-0.0244946,0,0,0,1.10755,3.08919,0.398603,0.23943,-0.149233,0.0369392,-0.0306889
0.082,1.10755,-3.01795,0.516231,-8.01912,-0.149627,-0.412766,-0.024893,4.54471e-18,-5.84964,-0.0511406,-8.19409,-0.000385708,-0.449707,0.0086231,0,-0.0131745,0,-0.0133329,0,0,0,0,-0.0932928,0,-0.0232203,0,0,0,1.10755,2.84487,0.567372,0.188298,-0.149241,0.0369412,-0.0335161
0.084,1.10756,-2.77093,0.34742,-7.91031,-0.149635,-0.412762,-0.0223261,8.89801e-17,-5.84892,-0.0511921,-8.194,-0.000385908,-0.449706,0.00862301,0,-0.0112525,0,0.0101732,0,0,0,0,-0.131816,0,-0.0249376,0,0,0,1.10756,3.08924,0.398612,0.27352,-0.149249,0.0369433,-0.0309492
0.086,1.10757,-2.84922,0.422737,-7.99536,-0.129089,-0.392204,-0.019504,-1.69386e-17,-5.8499,-0.0511401,-8.19435,-0.000390292,-0.449708,0.00862144,0,0.0200143,0,0.0106887,0,0,0,0,-0.0702563,0,0.00315621,0,0,0,1.10757,2.98067,0.473877,0.188301,-0.128699,0.0575039,-0.0281254
0.088,1.10758,-3.02193,0.516246,-7.96337,-0.169419,-0.432532,-0.024898,5.26019e-18,-5.8499,-0.0511406,-8.19436,-0.000385713,-0.449711,0.00862323,0,-0.0169769,0,0.00859956,0,0,0,0,-0.065847,0,0.00329721,0,0,0,1.10758,2.84495,0.567386,0.22239,-0.169033,0.0171797,-0.0335212
0.09,1.10758,-2.74565,0.347486,-7.96273,-0.14966,-0.412762,-0.0195066,1.64426e-19,-5.8499,-0.0511405,-8.19436,-0.000386656,-0.449712,0.00862228,0,0.0149346,0,0.00923924,0,0,0,0,-0.0616729,0,0.0034227,0,0,0,1.10758,3.08932,0.398627,0.222391,-0.149273,0.0369495,-0.0281288
0.092,1.10759,-3.02721,0.516256,-7.96482,-0.149667,-0.41276,-0.0249014,5.26019e-18,-5.8499,-0.0511406,-8.19436,-0.000385713,-0.449711,0.00862323,0,-0.0223033,0,0.00713958,0,0,0,0,-0.0577225,0,0.00353366,0,0,0,1.10759,2.845,0.567396,0.222393,-0.149281,0.0369516,-0.0335246
0.094,1.1076,-2.92025,0.441001,-7.96546,-0.149676,-0.412758,-0.01951,1.64426e-19,-5.8499,-0.0511405,-8.19436,-0.000386656,-0.449712,0.00862228,0,-0.0239706,0,0.00650478,0,0,0,0,-0.0539846,0,0.00363102,0,0,0,1.1076,2.95363,0.492141,0.222394,-0.149289,0.0369537,-0.0281323
0.096,1.1076,-3.05824,0.347476,-7.96615,-0.149684,-0.412757,-0.0220803,8.64796e-18,-5.85057,-0.0511652,-8.19444,-0.000386861,-0.449713,0.00862228,0,-0.0255719,0,0.00589467,0,0,0,0,-0.00605971,0,0.00664551,0,0,0,1.1076,2.8179,0.398641,0.222395,-0.149297,0.0369557,-0.0307026
0.098,1.10761,-2.91714,0.422792,-7.96535,-0.170246,-0.392194,-0.0249059,-9.59659e-18,-5.85128,-0.0511141,-8.19452,-0.000382651,-0.44971,0.00862392,0,0.00761048,0,0.0067796,0,0,0,0,0.0392249,0,0.00942283,0,0,0,1.10761,2.92653,0.473906,0.222396,-0.169864,0.0575163,-0.0335298
0.1,1.28658,-2.92007,0.422797,-7.96599,-0.129931,-0.432522,-0.0223396,-8.41777e-18,-5.85129,-0.0511138,-8.19453,-0.000385718,-0.449714,0.00862331,0,0.00465772,0,0.00613815,0,0,0,0,0.0376016,0,0.00904675,0,0,0,1.28658,2.92656,0.473911,0.222397,-0.129546,0.0171921,-0.0309629
0.102,0.956053,-2.92289,0.422802,-7.96661,-0.149707,-0.412752,-0.0223413,-8.41777e-18,-5.85129,-0.0511138,-8.19453,-0.000385718,-0.449714,0.00862331,0,0.00181422,0,0.00552074,0,0,0,0,0.0360451,0,0.00868566,0,0,0,0.956053,2.92658,0.473915,0.222399,-0.149322,0.036962,-0.0309646
0.104,1.10763,-3.09686,0.329302,-7.96879,-0.149715,-0.41275,-0.022343,-8.41777e-18,-5.85129,-0.0511138,-8.19453,-0.000385718,-0.449714,0.00862331,0,-0.0364324,0,0.00333684,0,0,0,0,0.0345527,0,0.00833896,0,0,0,1.10763,2.79086,0.380415,0.2224,-0.14933,0.036964,-0.0309663
0.106,1.10764,-2.85289,0.498019,-7.96919,-0.149724,-0.412747,-0.0223448,3.53821e-19,-5.85057,-0.0511653,-8.19444,-0.000385918,-0.449713,0.00862322,0,-0.0375572,0,0.0028482,0,0,0,0,-0.0112724,0,0.00507615,0,0,0,1.10764,3.03524,0.549185,0.222401,-0.149338,0.0369661,-0.0309681
0.108,1.10765,-2.96259,0.60985,-7.96966,-0.149731,-0.412745,-0.0223465,4.99804e-17,-5.85062,-0.0510891,-8.19444,-0.000385513,-0.449713,0.00862331,0,-0.0386359,0,0.0023788,0,0,0,0,-0.0101903,0,0.00498192,0,0,0,1.10765,2.92666,0.660939,0.222402,-0.149346,0.0369681,-0.0309698
0.11,1.10765,-3.10002,0.365806,-7.9702,-0.129185,-0.433307,-0.0195243,-8.74329e-18,-5.85129,-0.0511134,-8.19453,-0.000389733,-0.449719,0.00862176,0,-0.0396702,0,0.00192791,0,0,0,0,0.0352197,0,0.00781737,0,0,0,1.10765,2.79094,0.416919,0.222403,-0.128795,0.0164117,-0.028146
0.112,1.10766,-2.99239,0.441071,-7.97063,-0.14896,-0.413537,-0.0249191,1.49465e-17,-5.85129,-0.0511134,-8.19453,-0.000388789,-0.449719,0.0086227,0,-0.0406618,0,0.0014948,0,0,0,0,0.0337181,0,0.0074974,0,0,0,1.10766,2.89957,0.492184,0.222405,-0.148571,0.0361814,-0.0335418
0.114,1.10767,-2.99332,0.254066,-7.97105,-0.169523,-0.434098,-0.0223514,1.83344e-17,-5.8513,-0.0511138,-8.19453,-0.000385148,-0.449722,0.00862355,0,-0.0416124,0,0.0010788,0,0,0,0,0.03228,0,0.00719048,0,0,0,1.10767,2.89959,0.30518,0.222406,-0.169138,0.0156249,-0.030975
0.116,1.10768,-2.99419,0.5916,-7.97144,-0.149764,-0.373203,-0.0195288,-2.44112e-18,-5.85129,-0.0511137,-8.19453,-0.000386661,-0.449714,0.00862237,0,-0.0425236,0,0.000679255,0,0,0,0,0.0309026,0,0.00689608,0,0,0,1.10768,2.89962,0.642714,0.222407,-0.149378,0.0765116,-0.0281512
0.118,1.10768,-2.99504,0.441085,-7.97182,-0.149773,-0.412736,-0.0220992,-2.44112e-18,-5.85129,-0.0511137,-8.19453,-0.000386661,-0.449714,0.00862237,0,-0.0433968,0,0.00029552,0,0,0,0,0.0295834,0,0.00661368,0,0,0,1.10768,2.89965,0.492199,0.222408,-0.149386,0.0369781,-0.0307215
0.12,1.28665,-2.99585,0.44109,-7.97219,-0.129226,-0.392172,-0.0221017,1.40526e-17,-5.85128,-0.0511133,-8.19452,-0.000390297,-0.449711,0.00862152,0,-0.0442336,0,-7.301e-05,0,0,0,0,0.02832,0,0.00634281,0,0,0,1.28665,2.89967,0.492204,0.222409,-0.128835,0.0575386,-0.0307232
