0.002,0,-0.585573,0.0185185,2.14076,0,0,0,0.00120527,-0.586768,0.0187922,2.14093,0.00237214,-0.00221399,0.0127404,-4.02167e-113,-0.000126114,0.000431642,0.00732203,1.03753e-112,2.3107e-112,-3.71896e-112,-0.004588,-9.03203e-05,-0.000157199,-0.00872717,-0.00626223,-0.00612964,-9.30202e-08,2.49679e-109,-0.00621718,-0.0106466,0.0603311,-6.44142e-109,-1.43455e-108,2.30886e-108,-0.0176995,-0.00307764,-0.00635667,-0.0223285,-0.0208888,-0.0196784,3.12479e-05
0.004,0,-0.585573,0.0185185,2.14067,0,0,0,0.00124179,-0.586768,0.0187922,2.14101,0.00237214,-0.00221399,0.0127404,-3.83017e-113,-0.000120109,0.000411088,0.00494428,9.88127e-113,2.20066e-112,-3.54187e-112,0.00146409,-6.6412e-05,-0.000115587,0.00487074,-0.00460458,-0.00450709,-6.83972e-08,2.37835e-109,-0.00577814,-0.010629,0.000845266,-6.13586e-109,-1.3665e-108,2.19934e-108,0.00468686,-0.00272541,-0.0056171,0.0278628,-0.0193548,-0.0182126,8.2429e-05
0.006,0,-0.585573,0.0185185,2.14067,0,0,0,0.00124179,-0.586768,0.0187922,2.14101,0.00237214,-0.00221399,0.0127404,-3.64778e-113,-0.000114389,0.000391512,0.00470884,9.41073e-113,2.09587e-112,-3.37321e-112,0.00107654,-4.88323e-05,-8.49907e-05,0.00358143,-0.00338572,-0.00331404,-5.02921e-08,2.26553e-109,-0.00536681,-0.0105889,-0.00480075,-5.8448e-109,-1.30168e-108,2.09501e-108,0.00427645,-0.00239975,-0.00493355,0.0250133,-0.0179196,-0.0168418,0.000128665
0.008,0,-0.585601,0.0184729,2.14067,0,0,0,0.00124179,-0.586768,0.0187922,2.14101,0.00237214,-0.00221399,0.0126376,-3.47407e-113,-0.000755373,-0.000713134,0.00448461,8.9626e-113,1.99607e-112,-3.21258e-112,0.000791572,-3.59061e-05,-6.24931e-05,0.0026334,-0.0024895,-0.00243679,-0.0136429,2.15806e-109,-0.0203728,-0.0363858,-0.00991097,-5.56754e-109,-1.23993e-108,1.99563e-108,0.00389449,-0.00209892,-0.00430236,0.0223719,-0.0165772,-0.0155602,-0.0580751
0.01,0,-0.585573,0.0185185,2.14067,0,0,0,0.00124179,-0.586768,0.0187922,2.14101,0.00237214,-0.00221399,0.0127404,-3.30864e-113,-7.2972e-05,0.000406827,0.00427106,8.53581e-113,1.90102e-112,-3.0596e-112,0.000582039,-2.64016e-05,-4.59508e-05,0.00193633,-0.00183052,-0.00179176,0.00357677,2.05569e-109,-0.00315499,-0.00798739,-0.0145236,-5.30344e-109,-1.18111e-108,1.90096e-108,0.00353921,-0.0018213,-0.0037201,0.0199254,-0.015322,-0.0143625,0.00575488
0.012,0,-0.585573,0.0185185,2.14076,0,0,0,0.00124179,-0.586768,0.0187922,2.14101,0.00237214,-0.00221399,0.0126376,-3.15109e-113,-6.94971e-05,0.000387455,0.00609675,8.12934e-113,1.81049e-112,-2.9139e-112,0.00042797,-1.94129e-05,-3.37874e-05,0.00142377,-0.00134597,-0.00131747,-0.0109731,1.95818e-109,-0.00292202,-0.00806829,0.0296368,-5.05186e-109,-1.12509e-108,1.81079e-108,0.00320893,-0.00156536,-0.00318353,0.0176612,-0.0141488,-0.0132436,-0.0528533
0.014,0,-0.585601,0.0184729,2.14076,0,0,0,0.00124179,-0.586768,0.0187922,2.14101,0.00221399,-0.00221399,0.0127404,-3.00104e-113,-0.000712619,-0.000716998,0.00580643,7.74223e-113,1.72428e-112,-2.77514e-112,0.000314683,-1.42742e-05,-2.48437e-05,0.00104689,-0.0219092,-0.000968728,0.00552294,1.86529e-109,-0.0180953,-0.0339806,0.0213131,-4.81222e-109,-1.07171e-108,1.72489e-108,0.00290209,-0.00132967,-0.00268963,0.0155674,-0.102702,-0.0121987,0.010598
0.016,0,-0.585601,0.0184729,2.14067,0,0,0,0.00124179,-0.586795,0.0188378,2.14101,0.00237214,-0.00221399,0.0127404,-2.85813e-113,-0.000678685,-0.000682855,0.00350086,7.37355e-113,1.64217e-112,-2.64299e-112,0.000231385,-0.00360321,0.00601748,0.000769771,0.00481693,-0.0007123,0.00406098,1.7768e-109,-0.0164257,-0.0315495,-0.0345963,-4.58394e-109,-1.02088e-108,1.64307e-108,0.00261719,-0.0165041,0.0236217,0.013633,-0.00349054,-0.0112233,0.00988075
0.018,0,-0.585573,0.0185185,2.14067,0,0,0,0.00120527,-0.586795,0.0188378,2.14093,0.00237214,-0.00221399,0.0127404,-2.72203e-113,6.47945e-08,0.000435664,0.00333415,7.02243e-113,1.56397e-112,-2.51714e-112,-0.00466555,-0.00264942,0.00442462,-0.0107173,0.00354186,-0.00052375,0.00298602,1.69252e-109,0.000517217,-0.00341576,-0.0369181,-4.3665e-109,-9.72449e-109,1.56513e-108,-0.018352,-0.0148391,0.021576,-0.0364638,-0.0031444,-0.0103131,0.00920779
0.02,0,-0.585546,0.0184729,2.14067,0,0,0,0.00124179,-0.586768,0.0187922,2.14093,0.00237214,-0.00221399,0.0127404,-2.59241e-113,0.000646493,-0.000671084,0.00317538,6.68803e-113,1.4895e-112,-2.39727e-112,0.0014025,0.00164461,-0.00278235,-0.00788034,0.00260431,-0.00038511,0.0021956,1.61223e-109,0.0158837,-0.0296043,-0.0389403,-4.15936e-109,-9.2632e-109,1.49088e-108,0.00407963,0.00209597,-0.0061856,-0.033509,-0.00282331,-0.0094641,0.00857652
