0.002,1.21487,-1.10961,0.197273,-0.974955,-0.232687,-0.115239,-0.124676,-6.29164e-19,-0.49068,-0.000885805,-0.37962,-0.00558665,-0.0671708,0.00180904,0,0.0712494,0,0.0817575,0,0,0
0.004,1.21487,-1.70789,0.197292,-0.975228,-0.225969,-0.127941,-0.127505,1.12429e-17,-0.491648,-0.000868774,-0.37989,-0.00558735,-0.0672157,0.00181001,0,0.284899,0,0.0675776,0,0,0
0.006,1.21488,-1.46442,0.083281,-0.97547,-0.231904,-0.116099,-0.12494,1.17761e-17,-0.492527,-0.000851736,-0.38013,-0.00558809,-0.0672274,0.00181024,0,0.446233,0,0.0577144,0,0,0
0.008,1.37924,-0.594712,0.407112,-0.975197,-0.225185,-0.103408,-0.124945,-2.05224e-17,-0.491611,-0.000868772,-0.379854,-0.00558763,-0.0671816,0.00180913,0,0.176818,0,0.0445005,0,0,0
0.01,1.24229,-0.838134,0.101496,-0.97496,-0.231118,-0.115263,-0.12495,-1.21267e-17,-0.490675,-0.000885803,-0.379615,-0.00558689,-0.0671699,0.0018089,0,-0.0268157,0,0.0341373,0,0,0
0.012,1.2423,-1.11043,0.197283,-1.0908,-0.237844,-0.127991,-0.124953,-2.68995e-17,-0.491463,-0.000885805,-0.380403,-0.00558893,-0.0672407,0.0018105,0,0.0257318,0,0.186993,0,0,0
0.014,1.07795,-1.10875,-0.0307923,-0.991807,-0.231914,-0.11609,-0.122133,2.27204e-18,-0.489776,-0.000902834,-0.379412,-0.00558615,-0.0671932,0.00180927,0,-0.150459,0,-0.0203933,0,0,0
0.016,1.21492,-0.810107,0.27481,-0.876761,-0.231917,-0.116096,-0.124706,2.27204e-18,-0.489776,-0.000902834,-0.379412,-0.00558615,-0.0671932,0.00180927,0,-0.0801404,0,-0.0114391,0,0,0
0.018,1.21493,-1.67985,0.179044,-0.975008,-0.231921,-0.116114,-0.12471,-8.30545e-18,-0.490712,-0.000885803,-0.379652,-0.00558689,-0.0672049,0.0018095,0,0.169904,0,-0.00154942,0,0,0
0.02,1.21493,-0.838171,0.293076,-0.974973,-0.225203,-0.103434,-0.12754,-1.21267e-17,-0.490675,-0.000885803,-0.379615,-0.00558689,-0.0671699,0.0018089,0,0.162044,0,0.00307547,0,0,0
0.022,1.21494,-1.40833,0.0832623,-0.974976,-0.231137,-0.115301,-0.124976,-1.21267e-17,-0.490675,-0.000885803,-0.379615,-0.00558689,-0.0671699,0.0018089,0,0.15618,0,0.00644986,0,0,0
0.024,1.3793,-1.13756,0.17905,-1.09075,-0.237863,-0.102659,-0.122154,3.99629e-18,-0.491396,-0.000885803,-0.380335,-0.00558924,-0.0671734,0.00180888,0,0.161901,0,0.167731,0,0,0
0.026,1.07799,-1.13848,0.179068,-1.10807,-0.238658,-0.127223,-0.124726,-5.17236e-18,-0.492311,-0.000868766,-0.380611,-0.0055897,-0.0672192,0.00180999,0,0.354568,0,0.131398,0,0,0
0.028,1.21496,-1.13774,0.17907,-0.77922,-0.232728,-0.115332,-0.124731,2.23468e-17,-0.491559,-0.000868766,-0.379859,-0.00558739,-0.0671825,0.00180927,0,0.293528,0,-0.0590323,0,0,0
0.03,1.21497,-1.13774,0.179072,-0.975231,-0.232731,-0.115338,-0.124735,2.23468e-17,-0.491559,-0.000868766,-0.379859,-0.00558739,-0.0671825,0.00180927,0,0.255978,0,-0.0389871,0,0,0
0.032,1.21498,-1.1369,0.179057,-0.975026,-0.226013,-0.128018,-0.124739,-8.30545e-18,-0.490712,-0.000885803,-0.379652,-0.00558689,-0.0672049,0.0018095,0,0.0301829,0,-0.0275414,0,0,0
0.034,1.21498,-1.43734,0.293123,-0.975471,-0.225227,-0.103502,-0.124744,-4.62775e-18,-0.492492,-0.000851732,-0.380095,-0.00558864,-0.0671942,0.00180908,0,0.449391,0,-0.01004,0,0,0
0.036,1.37935,-1.16585,0.19734,-0.975474,-0.231161,-0.115369,-0.124748,-4.62775e-18,-0.492492,-0.000851732,-0.380095,-0.00558864,-0.0671942,0.00180908,0,0.373825,0,-0.00259249,0,0,0
0.038,1.24239,-1.46523,0.0833113,-1.09124,-0.237887,-0.102726,-0.124752,1.56307e-17,-0.493211,-0.000851733,-0.380814,-0.00559072,-0.0671969,0.00180934,0,0.326765,0,0.161968,0,0,0
0.04,1.2424,-1.49327,0.0650853,-0.993482,-0.231961,-0.114605,-0.124756,2.38751e-18,-0.494091,-0.000834695,-0.381054,-0.00559145,-0.0672086,0.00180958,0,0.47847,0,0.127363,0,0,0
0.042,1.07805,-0.622872,0.388916,-0.877477,-0.22524,-0.127248,-0.124761,-4.62775e-18,-0.492492,-0.000851732,-0.380095,-0.00558864,-0.0671942,0.00180908,0,0.190308,0,-0.0650579,0,0,0
0.044,1.21502,-1.46453,0.0833168,-0.975484,-0.231173,-0.115394,-0.124765,-4.62775e-18,-0.492492,-0.000851732,-0.380095,-0.00558864,-0.0671942,0.00180908,0,0.176408,0,-0.043873,0,0,0
