0.002,-0.00219916,-0.00086663,0.203252,-0.00282361,-0.00063857,0.202912,-0.00227007,-0.00328156,0.00214684,-0.00417594,-0.00116747,0.00936975,-0.0171305,-0.0110898,-0.185712,0.0321726,0.0153067,-0.0722267
0.004,-0.00217201,-0.000821018,0.203252,-0.00279646,-0.000684182,0.202997,-0.00151554,-0.00203929,0.00204461,0.000539095,-0.00692262,0.0182198,0.00165027,0.0190161,-0.179303,0.049269,-0.010018,-0.0259149
0.006,-0.00217201,-0.000821018,0.203252,-0.00282361,-0.00063857,0.202912,-0.00144338,-0.00194218,0.00194725,-0.0031988,0.000949758,0.00211199,0.00328999,0.0204227,-0.173083,0.0338818,0.0187489,-0.0804727
0.008,-0.00217201,-0.000821018,0.203252,-0.00282361,-0.00063857,0.202912,-0.00137464,-0.0018497,0.00185452,-0.00235206,0.000698351,0.00155293,0.0047698,0.0216522,-0.167048,0.0352395,0.0189416,-0.0814644
0.01,-0.00217201,-0.000821018,0.203252,-0.00276931,-0.00063857,0.202912,-0.00130918,-0.00176162,0.00176621,0.00546453,0.000513493,0.00114186,0.00610122,0.0227183,-0.161196,0.0671736,0.0190734,-0.0821791
0.012,-0.00222631,-0.000821018,0.203338,-0.00279646,-0.000684182,0.202912,-0.0025397,-0.00167773,0.00371118,0.000421044,-0.00566537,0.000839603,-0.0234874,0.0236338,-0.107211,0.0498127,-0.00670749,-0.0826411
0.014,-0.00222631,-0.000821018,0.203338,-0.00279646,-0.000684182,0.202912,-0.00241877,-0.00159784,0.00353446,0.000309591,-0.00416571,0.000617355,-0.0194895,0.0244106,-0.106314,0.0493441,-0.0042191,-0.0828727
0.016,-0.00222631,-0.000821018,0.203338,-0.00282361,-0.00063857,0.202912,-0.00230359,-0.00152175,0.00336615,-0.00336935,0.00297991,0.000453938,-0.015819,0.0250598,-0.105259,0.033416,0.0239047,-0.0828949
0.018,-0.00222631,-0.000821018,0.203338,-0.00282361,-0.00063857,0.202912,-0.00219389,-0.00144929,0.00320586,-0.00247746,0.00219111,0.000333778,-0.012454,0.0255918,-0.104063,0.0342842,0.0235024,-0.0827271
0.02,-0.00222631,-0.000821018,0.203338,-0.00279646,-0.000592957,0.202912,-0.00208942,-0.00138027,0.0030532,0.00177353,0.00765103,0.000245425,-0.00937353,0.0260163,-0.102742,0.0503852,0.0489415,-0.0823872
0.022,-0.00219916,-0.00086663,0.203338,-0.00276931,-0.00063857,0.202826,-0.00134349,-0.00240055,0.00290781,0.00489746,-0.00041114,-0.0110988,0.00883301,0.000485182,-0.101311,0.0648749,0.02019,-0.130203
0.024,-0.00222631,-0.000821018,0.203338,-0.00274216,-0.000684182,0.202912,-0.00192595,-0.00120023,0.00276934,0.00719447,-0.00633921,0.00311838,-0.00545559,0.029041,-0.0997838,0.0778705,-0.00593416,-0.0766563
0.026,-0.00219916,-0.00086663,0.203338,-0.00276931,-0.00063857,0.202997,-0.00118781,-0.00222908,0.00263747,0.00169666,0.00137572,0.0135722,0.012379,0.0031617,-0.098172,0.0586988,0.0220983,-0.0279137
0.028,-0.00222631,-0.000821018,0.203338,-0.00276931,-0.00063857,0.202997,-0.00177767,-0.00103693,0.00251187,0.00124754,0.00101156,0.00997956,-0.00225495,0.0313956,-0.0964875,0.0565677,0.0216173,-0.0319507
0.03,-0.00222631,-0.000821018,0.203338,-0.00279646,-0.000684182,0.202997,-0.00169302,-0.000987556,0.00239226,-0.00264934,-0.00524817,0.00733791,-0.000132064,0.0310763,-0.0947408,0.0391152,-0.00472529,-0.0355399
0.032,-0.00222631,-0.000821018,0.203338,-0.00276931,-0.00063857,0.202912,-0.0016124,-0.00094053,0.00227834,0.00164356,0.00217493,-0.00587811,0.00179375,0.0307161,-0.0929416,0.053979,0.0231064,-0.0870262
0.034,-0.00219916,-0.00086663,0.203338,-0.00279646,-0.000684182,0.202997,-0.000889191,-0.00198175,0.00216985,-0.00230582,-0.00430484,0.00670893,0.0189277,0.00446262,-0.091099,0.036556,-0.0034163,-0.0369058
0.036,-0.00219916,-0.000775406,0.203338,-0.00276931,-0.00063857,0.202912,-0.000846849,0.000284629,0.00206653,0.00182921,0.00275611,-0.00613049,0.0190345,0.0582114,-0.0892211,0.0514525,0.024249,-0.087984
0.038,-0.00217201,-0.000821018,0.203338,-0.00274216,-0.000592957,0.202912,-0.000160092,-0.000814928,0.00196812,0.00498389,0.00813986,-0.00450772,0.0344795,0.0292595,-0.0873155,0.0648473,0.0492873,-0.0858027
0.04,-0.00217201,-0.000821018,0.203252,-0.00271501,-0.00063857,0.202997,-0.000152468,-0.000776122,-0.000154676,0.00725443,-4.56734e-05,0.0079535,0.0330191,0.0287902,-0.1337,0.0768497,0.0201716,-0.0353183
0.042,-0.00217201,-0.000821018,0.203252,-0.00268786,-0.000592957,0.202912,-0.000145208,-0.000739163,-0.00014731,0.00895287,0.00604587,-0.00551062,0.0316196,0.0282992,-0.127158,0.0875621,0.0454314,-0.0860699
0.044,-0.00217201,-0.000821018,0.203338,-0.00271501,-0.00063857,0.202997,-0.000138293,-0.000703965,0.00188878,0.00288418,-0.0017685,0.00755824,0.0302786,0.0277896,-0.0726248,0.0662975,0.0165254,-0.0352854
0.046,-0.00217201,-0.000821018,0.203423,-0.00271501,-0.00063857,0.202912,-0.000131708,-0.000670443,0.00382791,0.00212072,-0.00130037,-0.00573303,0.0289935,0.0272645,-0.0229966,0.0622507,0.0161265,-0.085765
0.048,-0.00217201,-0.000821018,0.203338,-0.00274216,-0.000684182,0.202997,-0.000125436,-0.000638517,0.00161656,-0.00203584,-0.00699607,0.00706945,0.0277622,0.0267263,-0.0745529,0.0430479,-0.010129,-0.0347343
0.05,-0.00214486,-0.00086663,0.203338,-0.00271501,-0.00063857,0.202997,0.000526968,-0.00169411,0.00153958,0.00209645,0.000892727,0.00519812,0.0419736,0.000320349,-0.0728356,0.0563151,0.0177938,-0.0366805
0.052,-0.00214486,-0.00086663,0.203423,-0.00266071,-0.00063857,0.202997,0.000501874,-0.00161344,0.00349534,0.0087319,0.000656417,0.00382215,0.0393774,0.00222586,-0.0228015,0.0836124,0.0172231,-0.0383627
0.054,-0.00214486,-0.00086663,0.203338,-0.00268786,-0.000684182,0.202997,0.000477976,-0.00153661,0.00129982,0.0028325,-0.0055452,0.0028104,0.0369333,0.00394916,-0.07399,0.0620086,-0.00919087,-0.0398014
0.056,-0.00214486,-0.00086663,0.203423,-0.00271501,-0.00063857,0.202912,0.000455215,-0.00146344,0.003267,-0.00151068,0.00195955,-0.0092128,0.0346326,0.0055033,-0.0236291,0.0422727,0.0185862,-0.0893274
0.058,-0.00211771,-0.000821018,0.203423,-0.00268786,-0.000684182,0.202997,0.00107997,-0.000307749,0.00311143,0.00247901,-0.00459002,0.00449389,0.0478586,0.0327577,-0.0262079,0.0550583,-0.0079758,-0.0374238
0.06,-0.00214486,-0.00086663,0.203423,-0.00268786,-0.000684182,0.202997,0.000382111,-0.0013791,0.00296326,0.0018228,-0.00337502,0.00330433,0.0289639,0.0056895,-0.0284876,0.0511391,-0.006193,-0.0385722
0.062,-0.00214486,-0.00086663,0.203423,-0.00266071,-0.00063857,0.202997,0.000363915,-0.00131343,0.00282216,0.00493369,0.00355527,0.00242965,0.0271514,0.00698217,-0.0304908,0.0628595,0.0212953,-0.0395263
0.064,-0.00211771,-0.000821018,0.203423,-0.00266071,-0.00063857,0.203082,0.000993017,-0.000164879,0.00268777,0.00362772,0.00261417,0.0130714,0.0408371,0.033996,-0.0322386,0.0579565,0.0203225,0.00800921
0.066,-0.00211771,-0.000821018,0.203423,-0.00266071,-0.000729794,0.203082,0.00094573,-0.000157028,0.00255978,0.00266744,-0.0101577,0.00961134,0.0377666,0.0325641,-0.0337508,0.0533779,-0.0323203,0.00279586
0.068,-0.00211771,-0.000821018,0.203423,-0.00266071,-0.000729794,0.202997,0.000900696,-0.00014955,0.00243788,0.00196135,-0.00746886,-0.00420647,0.034896,0.0311915,-0.0350458,0.049104,-0.0282812,-0.0502505
0.07,-0.00214486,-0.00086663,0.203423,-0.00266071,-0.000729794,0.203082,0.000211374,-0.00122843,0.00232179,0.00144217,-0.00549181,0.00817501,0.0168218,0.00401853,-0.036141,0.045116,-0.0245535,-0.00162846
0.072,-0.00211771,-0.000821018,0.203508,-0.00266071,-0.000729794,0.203082,0.00084774,-8.39321e-05,0.00424031,0.00106042,-0.0040381,0.00601104,0.0311724,0.0310772,0.0112589,0.0413966,-0.0211167,-0.0058345
0.074,-0.00211771,-0.000821018,0.203508,-0.00263356,-0.000684182,0.203082,0.000807371,-7.99353e-05,0.00403839,0.00437132,0.00306469,0.00441988,0.0287268,0.0296924,0.00591513,0.0533202,0.00790565,-0.00963627
0.076,-0.00209056,-0.00086663,0.203508,-0.00263356,-0.000684182,0.203167,0.00141536,-0.00116213,0.00384608,0.00321421,0.00225345,0.0145405,0.0418347,0.00251195,0.00105479,0.0486232,0.00835467,0.0352486
0.078,-0.00209056,-0.00086663,0.203508,-0.00260641,-0.000729794,0.203167,0.00134796,-0.00110679,0.00366294,0.00594961,-0.0043679,0.0106915,0.0382379,0.00370994,-0.00335608,0.0596439,-0.0171142,0.0275692
0.08,-0.00211771,-0.000912242,0.203423,-0.00260641,-0.000729794,0.203252,0.000637339,-0.00214009,0.00145944,0.00437471,-0.00321169,0.019135,0.0194975,-0.0210691,-0.0556606,0.0541135,-0.0143192,0.0688526
0.082,-0.00211771,-0.000912242,0.203423,-0.00260641,-0.000729794,0.203252,0.000606989,-0.00203818,0.00138994,0.0032167,-0.00236154,0.0140699,0.0178464,-0.0176394,-0.0546648,0.0489745,-0.0117516,0.0578304
0.084,-0.00211771,-0.000912242,0.203508,-0.00257926,-0.000684182,0.203252,0.000578085,-0.00194112,0.00335283,0.00595682,0.00429746,0.0103455,0.0163084,-0.0144885,-0.00532626,0.0595935,0.0164612,0.0477018
0.086,-0.00209056,-0.00086663,0.203508,-0.00257926,-0.000775406,0.203252,0.00119699,-0.000762688,0.00319317,0.00438002,-0.00892599,0.00760699,0.0302676,0.0142594,-0.00887402,0.0536988,-0.035558,0.0384067
0.088,-0.00209056,-0.00086663,0.203508,-0.00257926,-0.000775406,0.203252,0.00113999,-0.000726369,0.00304111,0.0032206,-0.00656322,0.00559337,0.0274692,0.0144451,-0.0120718,0.0482305,-0.0309458,0.0298887
0.09,-0.00209056,-0.00086663,0.203508,-0.00257926,-0.000775406,0.203338,0.0010857,-0.00069178,0.0028963,0.00236809,-0.0048259,0.015392,0.0248686,0.0145808,-0.0149449,0.0431611,-0.0266923,0.0704062
0.092,-0.00209056,-0.00086663,0.203508,-0.00255211,-0.000729794,0.203423,0.001034,-0.000658838,0.00275838,0.00533284,0.00248542,0.0225913,0.0224534,0.0146708,-0.0175171,0.0538565,0.00308347,0.106997
0.094,-0.00206341,-0.000821018,0.203423,-0.00255211,-0.000729794,0.203423,0.0016312,0.000458538,0.000597953,0.00392121,0.00182752,0.0166113,0.0356031,0.0405764,-0.0681216,0.0480441,0.00422681,0.0916321
0.096,-0.00206341,-0.000912242,0.203508,-0.00252496,-0.000684182,0.203508,0.00155352,-0.0017353,0.00259855,0.00648023,0.0073867,0.0235047,0.0320583,-0.0135901,-0.0172444,0.0580544,0.0311115,0.125799
0.098,-0.00209056,-0.00086663,0.203508,-0.00249781,-0.000729794,0.203423,0.000833112,-0.000566667,0.00247481,0.00836187,-0.000611541,0.00599232,0.0133791,0.0148817,-0.0193694,0.0670023,0.00371168,0.0598819
0.1,-0.00206341,-0.000912242,0.203508,-0.00249781,-0.000729794,0.203423,0.00143987,-0.00162569,0.00235697,0.00614843,-0.000449662,0.00440612,0.0271887,-0.0110417,-0.021253,0.0595752,0.00470806,0.0482684
0.102,-0.00206341,-0.000912242,0.203508,-0.00249781,-0.000729794,0.203508,0.00137131,-0.00154827,0.00224473,0.00452091,-0.000330634,0.0145247,0.0242615,-0.0086727,-0.0229132,0.0527036,0.00560113,0.0859365
