0.002,0,-0.00203626,0.000228061,0.201037,0,0,0,-0.00197226,-0.00190051,-0.000729794,0.200099,0.000790712,0.00237214,-0.00750037,0.00424515,-0.00459217,0.0027435,-0.00218845,-0.00141288,-0.00552344,0.0155006,0.00436147,0.00211519,0.0014869,-0.0472111,0.00529537,-0.00553012,-0.00428929,-0.1516,0.171614,-0.0640873,0.072523,0.0504544,0.198122,-0.553772,0.0164845,0.19001,0.0609802,-0.776724,0.0715668,-0.0657411,-0.0250982
0.004,0,-0.00203626,0.000228061,0.201037,0,0,0,-0.00200878,-0.00190051,-0.000729794,0.200099,0.000790712,0.00237214,-0.00750037,0.004043,-0.00437349,0.00261286,-0.00208424,-0.0013456,-0.00526042,0.0147624,-0.00162543,0.00155528,0.00109331,-0.0347141,0.00389365,-0.00406627,-0.00315389,-0.149194,0.168649,-0.0641461,0.0715507,0.0496537,0.19495,-0.544977,-0.00604252,0.187705,0.0538493,-0.683538,0.0647386,-0.0568034,-0.0226996
0.006,0,-0.00206341,0.000182448,0.201037,0,0,0,-0.00200878,-0.00187336,-0.000684182,0.200014,0.000790712,0.00237214,-0.00739763,0.00385048,-0.00481166,0.00140244,-0.00198499,-0.00128153,-0.00500992,0.0140595,-0.00119517,0.00472715,0.00682428,-0.0367734,0.00286298,-0.0029899,0.0112423,-0.146674,0.150185,-0.0899112,0.0705066,0.0488148,0.191631,-0.535763,-0.00575664,0.200581,0.0731164,-0.645778,0.0583984,-0.0485679,0.0377729
0.008,0,-0.00203626,0.000228061,0.201037,0,0,0,-0.00200878,-0.00181906,-0.000684182,0.200014,0.000790712,0.00237214,-0.00739763,0.00366712,-0.0039361,0.00242166,-0.00189047,-0.0012205,-0.00477135,0.01339,-0.000878798,0.0106842,0.00501785,-0.0270393,0.00210513,-0.00219846,0.00826642,-0.144055,0.16388,-0.0613625,0.0693997,0.0479433,0.188186,-0.526191,-0.00548429,0.227195,0.0645692,-0.561752,0.0525153,-0.0409879,0.0342921
0.01,0,-0.00200911,0.000182448,0.201037,0,0,0,-0.00200878,-0.00181906,-0.000684182,0.200014,0.000790712,0.00237214,-0.00739763,0.0034925,-0.00310224,0.00122034,-0.00180044,-0.00116238,-0.00454415,0.0127524,-0.000646175,0.00785606,0.0036896,-0.0198818,0.00154789,-0.00161651,0.00607825,-0.141353,0.17593,-0.0870434,0.0682384,0.0470441,0.184634,-0.516315,-0.00522483,0.220038,0.0566703,-0.484265,0.04706,-0.0340197,0.0310573
0.012,0,-0.00200911,0.000182448,0.201037,0,0,0,-0.00197226,-0.00181906,-0.000684182,0.200099,0.000711641,0.00245121,-0.00739763,0.00332619,-0.00295451,0.00116222,-0.00171471,-0.00110703,-0.00432776,0.0121451,0.00435747,0.00577651,0.00271294,-0.00334293,-0.00932418,0.00927372,0.0044693,-0.138581,0.17107,-0.084282,0.0670302,0.0461218,0.180994,-0.506187,0.0157272,0.213047,0.0493772,-0.364572,-0.00281973,0.0172028,0.0280527
0.014,0,-0.00203626,0.000228061,0.201037,0,0,0,-0.00200878,-0.00181906,-0.000684182,0.200099,0.000711641,0.00245121,-0.00739763,0.0031678,-0.00346025,0.00219288,-0.00163306,-0.00105431,-0.00412167,0.0115668,-0.00163445,0.00424744,0.00199481,-0.00245804,-0.00685601,0.00681891,0.00328625,-0.135753,0.150882,-0.0557291,0.0657824,0.0451806,0.177282,-0.495853,-0.00671403,0.206223,0.0426502,-0.303492,-0.0032308,0.0187991,0.0252638
0.016,0,-0.00203626,0.000228061,0.201037,0,0,0,-0.00200878,-0.00184621,-0.00063857,0.200099,0.000711641,0.00245121,-0.00739763,0.00301695,-0.00329548,0.00208846,-0.00155529,-0.00100411,-0.0039254,0.011016,-0.0012018,-0.000468613,0.00750086,-0.00180738,-0.00504118,0.00501391,0.00241636,-0.132881,0.147621,-0.0555616,0.0645015,0.0442245,0.173513,-0.485355,-0.00634882,0.184175,0.0623091,-0.247402,-0.00359632,0.0202044,0.022677
0.018,0,-0.00203626,0.000228061,0.201037,0,0,0,-0.00200878,-0.00187336,-0.000684182,0.200184,0.000790712,0.00237214,-0.00739763,0.00287329,-0.00313855,0.00198901,-0.00148123,-0.000956294,-0.00373848,0.0104914,-0.000883676,-0.00393819,-0.000521942,0.00995104,0.00675922,-0.00677928,0.00177674,-0.129974,0.144327,-0.0552837,0.0631933,0.0432571,0.169702,-0.474733,-0.00600318,0.163758,0.0282847,-0.147655,0.0409052,-0.0233917,0.0202792
0.02,0,-0.00203626,0.000228061,0.201037,0,0,0,-0.00197226,-0.00190051,-0.00063857,0.200184,0.000869783,0.00229306,-0.00739763,0.00273646,-0.0029891,0.00189429,-0.00141069,-0.000910756,-0.00356046,0.00999181,0.00418274,-0.00648803,0.00565128,0.00731694,0.0154321,-0.0154469,0.00130642,-0.127042,0.141013,-0.0549062,0.0618635,0.0422814,0.165859,-0.464022,0.0150288,0.144869,0.0490737,-0.105157,0.0811767,-0.0628816,0.0180584
