0.002,0.172908,-11.5161,0.13914,0.0609042,-0.0487794,0.387931,-0.0185025,6.07902e-18,-18.5275,0.304615,-2.25533,-0.00127084,-0.0652796,-0.000185909,0,0.0230666,0,0.000654173,0,0,0,0.172908,7.01146,-0.165475,2.31624,-0.0475085,0.45321,-0.0183166
0.004,0.0213364,-11.516,0.139138,0.0609136,-0.0685481,0.368164,-0.0185026,6.07902e-18,-18.5275,0.304615,-2.25533,-0.00127084,-0.0652796,-0.000185909,0,0.0178194,0,0.000544937,0,0,0,0.0213364,7.0115,-0.165477,2.31625,-0.0672772,0.433444,-0.0183167
0.006,0.0213362,-11.38,0.232388,0.0607222,-0.0479912,0.347634,-0.0213286,-1.27156e-16,-18.5273,0.304363,-2.25553,-0.00127164,-0.0652524,-0.000186291,0,-0.181191,0,-0.00117485,0,0,0,0.0213362,7.1473,-0.0719742,2.31626,-0.0467196,0.412886,-0.0211423
0.008,0.021336,-11.6245,0.0638756,0.0609718,-0.0677592,0.367417,-0.0187596,-8.28231e-17,-18.5275,0.304617,-2.25529,-0.00127106,-0.0652382,-0.00018579,0,0.0599396,0,0.00054533,0,0,0,0.021336,6.903,-0.240741,2.31627,-0.0664882,0.432655,-0.0185738
0.01,0.0213358,-11.5159,0.139135,0.00980928,-0.0883181,0.387935,-0.0215851,3.82798e-17,-18.5275,0.304617,-2.25533,-0.00127066,-0.0652793,-0.000185723,0,0.0451557,0,0.000477709,0,0,0,0.0213358,7.01165,-0.165483,2.26514,-0.0870475,0.453215,-0.0213994
0.012,0.0213357,-11.5158,0.139131,0.0439069,-0.0685513,0.368169,-0.0161913,-6.37436e-17,-18.5275,0.304616,-2.25533,-0.00127075,-0.0652794,-0.000185816,0,0.0341869,0,0.000420843,0,0,0,0.0213357,7.0117,-0.165485,2.29924,-0.0672805,0.433448,-0.0160055
0.014,-0.157629,-11.3808,0.232632,0.0942998,-0.0685538,0.368126,-0.0215855,2.40108e-18,-18.5283,0.304614,-2.25608,-0.00127239,-0.0653235,-0.000185825,0,0.0208578,0,-0.156884,0,0,0,-0.157629,7.14749,-0.0719821,2.35038,-0.0672814,0.433449,-0.0213997
0.016,0.172907,-11.6251,0.0638647,0.111353,-0.0685547,0.368127,-0.0161916,2.84761e-17,-18.5283,0.304613,-2.25608,-0.00127248,-0.0653236,-0.000185918,0,0.0152825,0,-0.116332,0,0,0,0.172907,6.90319,-0.240749,2.36744,-0.0672823,0.433451,-0.0160057
0.018,0.0213349,-11.38,0.232632,0.0268909,-0.0685538,0.368172,-0.0215857,3.82798e-17,-18.5275,0.304617,-2.25533,-0.00127066,-0.0652793,-0.000185723,0,0.0163364,0,0.0730395,0,0,0,0.0213349,7.14759,-0.0719859,2.28222,-0.0672831,0.433452,-0.0214
0.02,0.0213347,-11.6242,0.0638652,0.0610313,-0.0891135,0.347656,-0.019017,-2.55229e-17,-18.5275,0.304618,-2.25529,-0.00127098,-0.0652387,-0.000185557,0,0.012856,0,0.0538752,0,0,0,0.0213347,6.90329,-0.240753,2.31632,-0.0878425,0.412894,-0.0188315
0.022,0.0213346,-11.5156,0.139122,0.0610406,-0.0693467,0.367425,-0.0161918,1.08521e-17,-18.5275,0.304617,-2.25529,-0.00127107,-0.0652388,-0.00018565,0,0.0102157,0,0.0397259,0,0,0,0.0213346,7.01194,-0.165495,2.31633,-0.0680757,0.432663,-0.0160061
