0.002,0.705018,-0.260592,0.724514,-0.774423,-0.0587893,-0.243651,0.0678588,-1.93973e-17,-0.038765,-0.000297317,-0.0791271,-0.000171956,-0.118113,0.00172836,0,-0.240159,0,-0.037466,0,0,0,0.705018,-0.221827,0.724812,-0.695296,-0.0586174,-0.125538,0.0661304
0.004,0.705021,-0.532878,0.382426,-0.903039,-0.0627431,-0.287215,0.0712522,-1.25034e-17,-0.0395481,-0.000297319,-0.0799102,-0.000171502,-0.118186,0.00172969,0,-0.155927,0,0.132216,0,0,0,0.705021,-0.49333,0.382723,-0.823129,-0.0625716,-0.169029,0.0695225
0.006,0.705025,-0.873093,0.52384,-0.818022,-0.0192553,-0.243705,0.0652941,1.27692e-17,-0.040384,-0.00028381,-0.0801129,-0.000172051,-0.118162,0.0017293,0,0.0977406,0,0.103182,0,0,0,0.705025,-0.832709,0.524123,-0.737909,-0.0190833,-0.125543,0.0635648
0.008,0.705029,-1.28117,0.127031,-0.818262,-0.0390239,-0.263487,0.0678645,2.74287e-17,-0.0412099,-0.000270288,-0.0803511,-0.000172076,-0.118174,0.00172953,0,0.291335,0,0.0823624,0,0,0,0.705029,-1.23996,0.127301,-0.73791,-0.0388518,-0.145313,0.0661349
0.01,0.705033,-0.73908,0.637902,-0.818537,-0.0153042,-0.287259,0.0712571,-3.456e-17,-0.0421166,-0.000256778,-0.0806247,-0.000173006,-0.118221,0.00173006,0,0.437705,0,0.0676672,0,0,0,0.705033,-0.696964,0.638159,-0.737912,-0.0151312,-0.169037,0.069527
0.012,0.705037,-0.738211,0.127036,-0.818299,-0.0350724,-0.267481,0.0652994,1.57258e-17,-0.0412444,-0.000270286,-0.0803856,-0.000172788,-0.118209,0.00173004,0,0.152783,0,0.0499916,0,0,0,0.705037,-0.696967,0.127306,-0.737913,-0.0348996,-0.149272,0.0635693
0.014,0.920528,-0.398873,0.496496,-0.946168,-0.0587938,-0.29124,0.0712607,3.35784e-17,-0.0412799,-0.000270288,-0.0804211,-0.000172261,-0.118244,0.00173065,0,0.136811,0,0.0400145,0,0,0,0.920528,-0.357593,0.496766,-0.865746,-0.0586216,-0.172996,0.06953
0.016,0.737916,-0.669505,0.0996598,-0.732877,-0.0390265,-0.271463,0.065303,-9.01803e-18,-0.0404077,-0.000283795,-0.080182,-0.000172043,-0.118231,0.00173062,0,-0.0749947,0,0.0289287,0,0,0,0.737916,-0.629097,0.0999436,-0.652695,-0.0388545,-0.153231,0.0635724
0.018,0.73792,-0.669507,0.327723,-0.8181,-0.0390272,-0.271465,0.0678731,-9.01803e-18,-0.0404077,-0.000283795,-0.080182,-0.000172043,-0.118231,0.00173062,0,-0.0355076,0,0.0238799,0,0,0,0.73792,-0.6291,0.328006,-0.737918,-0.0388552,-0.153234,0.0661425
0.02,0.522436,0.00924236,0.327725,-0.818101,-0.0390279,-0.271468,0.0678746,-9.01803e-18,-0.0404077,-0.000283795,-0.080182,-0.000172043,-0.118231,0.00173062,0,-0.00600154,0,0.020223,0,0,0,0.522436,0.04965,0.328009,-0.737919,-0.0388559,-0.153237,0.066144
0.022,0.920544,-1.21251,0.327727,-0.818103,-0.0390287,-0.271471,0.0678761,-9.01803e-18,-0.0404077,-0.000283795,-0.080182,-0.000172043,-0.118231,0.00173062,0,0.016061,0,0.0175791,0,0,0,0.920544,-1.17211,0.328011,-0.737921,-0.0388566,-0.15324,0.0661455
0.024,0.522444,-0.669515,0.327729,-0.818104,-0.0390294,-0.271474,0.0678776,-9.01803e-18,-0.0404077,-0.000283795,-0.080182,-0.000172043,-0.118231,0.00173062,0,0.0325637,0,0.0156699,0,0,0,0.522444,-0.629107,0.328013,-0.737922,-0.0388573,-0.153242,0.066147
0.026,0.705064,-1.34993,0.327758,-0.818547,-0.0153095,-0.247744,0.0678787,1.54534e-17,-0.0420703,-0.000256765,-0.0806238,-0.000172813,-0.118221,0.00173026,0,0.443542,0,0.0217684,0,0,0,0.705064,-1.30786,0.328015,-0.737924,-0.0151367,-0.129524,0.0661485
0.028,0.705068,-0.806969,0.327761,-0.818583,-0.0587986,-0.291271,0.0678811,2.6463e-18,-0.0421049,-0.000256767,-0.0806584,-0.00017209,-0.118255,0.00173107,0,0.357408,0,0.0200632,0,0,0,0.705068,-0.764864,0.328017,-0.737925,-0.0586265,-0.173016,0.06615
0.03,0.705072,-0.127394,0.610544,-0.818348,-0.0390316,-0.271495,0.0712727,3.35784e-17,-0.0412799,-0.000270288,-0.0804211,-0.000172261,-0.118244,0.00173065,0,0.0928253,0,0.0149396,0,0,0,0.705072,-0.0861146,0.610815,-0.737926,-0.0388594,-0.153251,0.0695421
0.032,0.705076,-1.01057,0.241102,-0.818552,-0.0153116,-0.247752,0.0653146,1.54534e-17,-0.0420703,-0.000256765,-0.0806238,-0.000172813,-0.118221,0.00173026,0,0.292167,0,0.0178917,0,0,0,0.705076,-0.968496,0.241359,-0.737928,-0.0151387,-0.129532,0.0635844
0.034,0.70508,-0.739033,0.355135,-0.818519,-0.0588006,-0.243767,0.0678843,1.6365e-17,-0.0420358,-0.000256767,-0.0805893,-0.000172101,-0.118186,0.00172975,0,0.243294,0,0.0169034,0,0,0,0.70508,-0.696998,0.355392,-0.737929,-0.0586285,-0.125581,0.0661545
