0.002,3.28697,-0.190796,3.49648,1.98241,0.000792914,3.38865,-0.243152,0,0.120569,0.00361132,0,0.25546,0.0251326,0,0.00628314
0.004,3.23457,-0.0767768,3.77004,1.98121,0.000783336,3.38832,-0.0751551,0,0.175113,0.204966,0,0.203956,0.0502642,0,0.012566
0.006,3.71773,-0.172564,3.574,1.9802,0.000783335,3.38731,0.0580926,0,0.186867,0.194453,0,0.260939,0.0753938,0,0.0188484
0.008,2.80375,-0.0585447,3.50007,1.97901,0.000773757,3.38698,-0.0381768,0,0.124018,0.360826,0,0.208931,0.10052,0,0.0251301
0.01,3.44526,-0.496422,3.48581,1.97796,0.000773805,3.38597,0.00909967,0,0.121539,0.316903,0,0.265719,0.125643,0,0.0314108
0.012,2.23602,-0.0950569,3.70724,1.97554,0.000754699,3.38532,-0.0553933,0,0.124285,0.657116,0,0.230182,0.150761,0,0.0376902
0.014,2.66046,-0.304874,3.57924,1.97554,0.000754699,3.38532,-0.171931,0,0.0880056,0.493504,0,0.169515,0.175872,0,0.0439681
0.016,2.93308,-0.209091,3.4533,1.97452,0.000754698,3.3843,-0.194896,0,0.0718576,0.416814,0,0.239776,0.200977,0,0.0502443
0.018,2.93778,-0.209093,3.5427,1.97452,0.000754698,3.3843,-0.215307,0,0.0569786,0.307328,0,0.175108,0.226074,0,0.0565185
0.02,3.68117,0.018975,3.70757,1.97575,0.000764227,3.38463,-0.0955339,0,0.100206,0.0166115,0,0.105241,0.251162,0,0.0627905
0.022,2.89056,-0.286637,3.86925,1.97554,0.000754699,3.38532,-0.0693674,0,0.122833,0.140143,0,-0.0470812,0.27624,0,0.06906
0.024,3.23826,-0.190863,3.56172,1.97333,0.000745121,3.38398,-0.0160318,0,0.121426,0.34078,0,0.0934526,0.301307,0,0.0753268
0.026,3.3638,-0.190875,3.8187,1.97211,0.000735591,3.38365,0.0856734,0,0.159415,0.445543,0,0.0737985,0.326362,0,0.0815906
0.028,2.96828,-0.304907,3.6883,1.97211,0.000735591,3.38365,-0.0362511,0,0.120761,0.312746,0,0.0425446,0.351405,0,0.0878512
0.03,2.88035,-0.0951026,3.52074,1.97092,0.000726015,3.38333,-0.120873,0,0.0623114,0.420127,0,0.0339556,0.376433,0,0.0941083
0.032,2.9074,-0.30493,3.76586,1.96969,0.000716485,3.38301,-0.0904634,0,0.0884508,0.500512,0,0.0280829,0.401447,0,0.100362
0.034,3.47698,-0.0951065,3.54255,1.9699,0.000726014,3.38231,-0.116244,0,0.0726328,0.191517,0,0.117139,0.426445,0,0.106611
0.036,3.5061,-0.304914,3.51649,1.97007,0.000735589,3.38162,-0.139441,0,0.0580707,-0.0345576,0,0.175315,0.451426,0,0.112856
0.038,2.99139,-0.0951104,3.64639,1.96787,0.000726012,3.38028,-0.106753,0,0.0850604,0.205364,0,0.246401,0.476389,0,0.119097
0.04,3.01779,-0.304937,3.79231,1.96664,0.000716482,3.37995,-0.0769288,0,0.110027,0.348066,0,0.193923,0.501333,0,0.125333
0.042,3.96982,-0.209144,3.70112,1.96783,0.000726057,3.38028,-0.0198254,0,0.110284,0.0134834,0,0.117743,0.526257,0,0.131564
0.044,3.50003,0.0189044,3.47482,1.96461,0.000716479,3.37792,0.0317064,0,0.110212,0.309249,0,0.310562,0.551161,0,0.13779
0.046,4.17156,-0.172659,3.79308,1.96685,0.000726011,3.37926,0.0787994,0,0.109848,-0.0377839,0,0.0997405,0.576043,0,0.144011
0.048,3.31785,-0.2867,3.68331,1.96563,0.00071648,3.37894,0.0431055,0,0.0921904,0.141733,0,0.0739361,0.600902,0,0.150226
0.05,3.28081,-0.0768956,3.55686,1.96342,0.000706904,3.3776,0.0105801,0,0.0759277,0.33989,0,0.177823,0.625738,0,0.156434
0.052,3.22147,-0.514773,3.78485,1.96338,0.000706948,3.3776,-0.0463968,0,0.0846598,0.230445,0,0.121497,0.650549,0,0.162637
0.054,3.87048,-0.113389,3.57899,1.96237,0.000706947,3.37658,0.00868693,0,0.0866756,0.196219,0,0.195674,0.675334,0,0.168833
0.056,2.88492,0.246944,3.78936,1.96243,0.000706859,3.37658,-0.132893,0,0.0778005,0.11932,0,0.134902,0.700092,0,0.175023
0.058,3.43278,-0.364259,3.68367,1.9624,0.000706903,3.37658,-0.152738,0,0.063932,0.054553,0,0.0856971,0.724823,0,0.181206
0.06,4.20342,-0.17269,3.71117,1.9624,0.000706903,3.37658,-0.00410536,0,0.0852557,-0.000275911,0,0.0464442,0.749525,0,0.187381
0.062,3.65732,-0.172691,3.70238,1.9624,0.000706903,3.37658,-0.0318886,0,0.0702973,-0.0458951,0,0.0152638,0.774198,0,0.193549
0.064,4.08945,-0.0586626,3.86769,1.9624,0.000706903,3.37658,0.0769421,0,0.114393,-0.0830268,0,-0.00955046,0.79884,0,0.19971
0.066,3.12934,-0.382519,3.7413,1.96118,0.000697372,3.37626,-0.0377553,0,0.080177,0.113582,0,-0.0124069,0.82345,0,0.205863
0.068,3.67198,-0.19095,3.73323,1.96118,0.000697372,3.37626,-0.0626968,0,0.0659647,0.0388855,0,-0.0302149,0.848028,0,0.212007
0.07,3.72746,-0.190952,3.88219,1.96118,0.000697372,3.37626,-0.0317735,0,0.0937369,-0.0214039,0,-0.0451512,0.872573,0,0.218143
0.072,2.74392,-0.305003,3.7577,1.95876,0.000678266,3.37561,-0.141459,0,0.0617724,0.359717,0,-0.0236968,0.897083,0,0.224271
0.074,3.48794,0.01885,3.61891,1.95897,0.000687796,3.37491,-0.236623,0,0.032607,0.0672998,0,0.0748837,0.921558,0,0.230389
0.076,4.18167,-0.400773,3.84693,1.96118,0.000697372,3.37626,-0.16685,0,0.0401267,-0.253019,0,-0.10863,0.945996,0,0.236499
0.078,3.89589,0.132896,3.58863,1.9624,0.000706903,3.37658,-0.233912,0,-0.0115521,-0.468106,0,-0.12394,0.970397,0,0.242599
0.08,3.69541,-0.154462,3.84273,1.9624,0.000706903,3.37658,-0.187253,0,0.0234072,-0.417172,0,-0.121329,0.99476,0,0.24869
0.082,3.79201,-0.382533,3.75868,1.96118,0.000697372,3.37626,-0.113756,0,0.0316008,-0.176699,0,-0.102486,1.01908,0,0.254771
0.084,3.80041,-0.190964,3.75501,1.96118,0.000697372,3.37626,-0.129652,0,0.0218591,-0.200175,0,-0.103036,1.04337,0,0.260842
0.086,3.50999,-0.305006,3.75163,1.95995,0.00068784,3.37593,-0.144446,0,0.0127485,0.0097593,0,-0.0869645,1.06761,0,0.266902
0.088,3.7111,0.0188474,3.61714,1.96016,0.000697371,3.37524,-0.239245,0,-0.0120583,-0.200624,0,0.018472,1.09181,0,0.272952
0.09,3.7599,-0.172735,3.57559,1.95897,0.000687796,3.37491,-0.213415,0,-0.0422792,-0.0016584,0,0.00582519,1.11596,0,0.278991
0.092,3.03663,-0.400797,3.64154,1.95893,0.000687839,3.37491,-0.363463,0,-0.0803629,-0.0551026,0,-0.0185664,1.14008,0,0.285019
0.094,3.96652,-0.0951881,3.92085,1.96118,0.000697372,3.37626,-0.301549,0,-0.0385036,-0.357258,0,-0.183011,1.16414,0,0.291036
0.096,3.72138,-0.190975,3.61186,1.96016,0.000697371,3.37524,-0.298189,0,-0.0414237,-0.277687,0,-0.0370012,1.18817,0,0.297042
0.098,3.80257,-0.190977,3.8701,1.96016,0.000697371,3.37524,-0.240983,0,-0.00223371,-0.262393,0,-0.0539608,1.21214,0,0.303035
0.1,3.91461,-0.190998,3.64937,1.95774,0.000678265,3.37459,-0.150462,0,-0.0152488,0.162668,0,-0.0325662,1.23607,0,0.309017
0.102,4.22937,-0.0769601,3.63259,1.95795,0.000687795,3.3739,-0.158439,0,-0.0202598,-0.0977396,0,0.0641142,1.25995,0,0.314987
0.104,3.67538,-0.286787,3.8476,1.95774,0.000678265,3.37459,-0.165904,0,-0.0249541,0.04767,0,-0.0814552,1.28377,0,0.320944
0.106,3.58733,-0.305034,3.73478,1.95774,0.000678265,3.37459,-0.25059,0,-0.0457155,-0.015812,0,-0.0811932,1.30755,0,0.326888
0.108,4.18426,0.13285,3.73909,1.95897,0.000687796,3.37491,-0.24876,0,-0.0476573,-0.26848,0,-0.0986305,1.33128,0,0.33282
0.11,3.58161,-0.496598,3.72632,1.95893,0.000687839,3.37491,-0.304909,0,-0.0663515,-0.253441,0,-0.0978526,1.35495,0,0.338738
0.112,3.88487,0.0188164,3.73245,1.95897,0.000687796,3.37491,-0.296805,0,-0.0661217,-0.243303,0,-0.0973855,1.37857,0,0.344643
0.114,3.91646,-0.172756,3.7387,1.95897,0.000687796,3.37491,-0.288787,0,-0.0657656,-0.2369,0,-0.0970283,1.40214,0,0.350534
0.116,4.60512,-0.172748,3.76241,1.96016,0.000697371,3.37524,-0.222137,0,-0.0482577,-0.457801,0,-0.113692,1.42565,0,0.356412
0.118,3.48814,-0.172769,3.76657,1.95774,0.000678265,3.37459,-0.219857,0,-0.0493084,0.023428,0,-0.0775319,1.4491,0,0.362275
0.12,4.00465,-0.400831,3.73012,1.95876,0.000678266,3.37561,-0.27076,0,-0.0926352,-0.0867772,0,-0.207019,1.4725,0,0.368125
0.122,3.67796,-0.0952318,3.60526,1.95774,0.000678265,3.37459,-0.321126,0,-0.107262,-0.0718757,0,-0.0502659,1.49584,0,0.373959
0.124,3.98605,-0.191019,3.71308,1.95774,0.000678265,3.37459,-0.307823,0,-0.103261,-0.105436,0,-0.0584429,1.51912,0,0.379779
0.126,4.02203,-0.191021,3.72274,1.95774,0.000678265,3.37459,-0.295065,0,-0.0994125,-0.132395,0,-0.0650391,1.54234,0,0.385584
0.128,4.05845,-0.191023,3.84829,1.95876,0.000678266,3.37561,-0.28283,0,-0.0957117,-0.206064,0,-0.196122,1.56549,0,0.391374
0.13,4.14676,-0.191025,3.91751,1.95876,0.000678266,3.37561,-0.217617,0,-0.0493146,-0.214611,0,-0.169636,1.58859,0,0.397148
0.132,4.47583,-0.0769866,3.82597,1.95998,0.000687797,3.37593,-0.211459,0,-0.0489297,-0.42,0,-0.166358,1.61163,0,0.402906
0.134,3.58017,-0.172793,3.67322,1.95757,0.000668692,3.37528,-0.258878,0,-0.0917303,0.0544124,0,-0.115018,1.6346,0,0.408649
0.136,4.15612,-0.172794,3.66442,1.95655,0.000668691,3.37427,-0.247826,0,-0.0881936,0.0475632,0,0.0237022,1.6575,0,0.414376
0.138,4.19053,-0.400856,3.88759,1.95754,0.000668733,3.37528,-0.237244,0,-0.0848022,-0.0560692,0,-0.127199,1.68034,0,0.420086
0.14,4.52332,-0.0952478,3.79886,1.95876,0.000678266,3.37561,-0.227112,0,-0.0815496,-0.295776,0,-0.130549,1.70312,0,0.425779
0.142,4.23075,-0.191035,3.65431,1.95876,0.000678266,3.37561,-0.270887,0,-0.116727,-0.266485,0,-0.118376,1.72582,0,0.431456
0.144,3.64964,-0.191046,3.90025,1.95757,0.000668692,3.37528,-0.276151,0,-0.0891762,-0.0421069,0,-0.0915083,1.74846,0,0.437116
0.146,4.90048,0.0370218,3.82955,1.95879,0.000678224,3.37561,-0.189413,0,-0.0678456,-0.281716,0,-0.101757,1.77103,0,0.442758
0.148,4.38775,-0.382611,3.83762,1.95876,0.000678266,3.37561,-0.181608,0,-0.0653955,-0.252675,0,-0.0946775,1.79353,0,0.448383
0.15,4.66407,-0.0770021,3.69281,1.95998,0.000687797,3.37593,-0.227596,0,-0.101086,-0.456025,0,-0.105934,1.81596,0,0.45399
0.152,3.15802,-0.172818,3.78394,1.95634,0.00065916,3.37496,-0.286266,0,-0.112583,0.249716,0,-0.0485667,1.83832,0,0.45958
0.154,4.95133,-0.17281,3.69767,1.95655,0.000668691,3.37427,-0.19876,0,-0.0886813,-0.00803447,0,0.0602067,1.8606,0,0.465151
