0.002,2.71092,-0.0917245,3.45289,2.0137,0.000725901,3.42602,-0.144181,0,-0.0192826,-0.0513863,0,0.0495171,0.0251326,0,0.00628314,0.816261,-0.0924504,0.0398675
0.004,2.13502,-0.0917445,3.45599,2.01129,0.000706798,3.42537,-0.145501,0,-0.0218175,0.103789,0,0.0788678,0.0502642,0,0.012566,0.218964,-0.0924513,0.0398678
0.006,3.43299,0.136325,3.63451,2.01251,0.000716322,3.4257,-0.0141861,0,0.0350505,0.010943,0,0.0542281,0.0753938,0,0.0188484,1.35927,0.135608,0.154917
0.008,2.82697,-0.283298,3.63545,2.01472,0.000725901,3.42704,-0.104542,0,0.011322,-0.128157,0,-0.0104537,0.10052,0,0.0251301,0.816276,-0.284024,0.171961
0.01,2.54785,0.022293,3.53888,2.01353,0.000716323,3.42671,-0.108949,0,0.00679817,-0.0445489,0,0.00624652,0.125643,0,0.0314108,0.517629,0.0215766,0.0739575
0.012,2.83968,-0.301554,3.42497,2.01248,0.000716376,3.4257,-0.112698,0,0.00267657,0.00752441,0,0.0465828,0.150761,0,0.0376902,0.789135,-0.30227,-0.0410905
0.014,2.48426,0.00404635,3.50848,2.01248,0.000716376,3.4257,-0.19458,0,-0.0180982,0.00129263,0,0.0417462,0.175872,0,0.0439681,0.490488,0.00332998,0.0569142
0.016,3.46264,0.13633,3.6464,2.01472,0.000725901,3.42704,-0.112355,0,-0.0028472,-0.136539,0,-0.0220231,0.200977,0,0.0502443,1.3593,0.135604,0.171963
0.018,3.31964,-0.169271,3.5685,2.01472,0.000725901,3.42704,-0.0361032,0,0.0109903,-0.13049,0,-0.0214407,0.226074,0,0.0565185,1.11495,-0.169997,0.0739594
0.02,2.68778,0.0405435,3.55325,2.01472,0.000725901,3.42704,-0.122905,0,-0.0105404,-0.124708,0,-0.0208641,0.251162,0,0.0627905,0.544803,0.0398176,0.0739599
0.022,3.06073,-0.283312,3.57374,2.0135,0.000716377,3.42671,-0.0453113,0,0.0040083,-0.0404498,0,-0.00326739,0.27624,0,0.06906,0.816309,-0.284029,0.0739604
0.024,3.15651,0.136308,3.59287,2.0123,0.000706799,3.42639,0.0265798,0,0.017194,0.0374883,0,0.0127005,0.301307,0,0.0753268,0.816314,0.135602,0.0739609
0.026,3.41482,0.058777,3.32095,2.01251,0.000716322,3.4257,-0.039024,0,-0.0301977,0.00549643,0,0.0353932,0.326362,0,0.0815906,1.11497,0.0580606,-0.156136
0.028,2.53962,-0.265079,3.77773,2.0123,0.000706799,3.42639,-0.0702661,0,-0.00648109,0.0256196,0,0.00626765,0.351405,0,0.0878512,0.246172,-0.265786,0.26997
