0.002,0.985643,-0.752318,-0.129031,-1.42669,-0.236906,0.0102266,-0.0857258,1.62588e-18,-0.471136,-0.000886083,-0.360076,-0.0054997,-0.0622945,0.00175702,0,0,0,0,0,0,0
0.004,0.98565,-0.752359,0.0625407,-1.20516,-0.243643,-0.0261778,-0.0803361,7.31694e-18,-0.471173,-0.000886084,-0.360113,-0.00549967,-0.0623294,0.00175764,0,0,0,0,0,0,0
0.006,0.985656,-1.35054,0.0625584,-1.30341,-0.237729,-0.0143258,-0.0829095,2.53367e-17,-0.472053,-0.000869038,-0.360353,-0.0055004,-0.0623412,0.00175788,0,0,0,0,0,0,0
0.008,0.985662,-0.508895,-0.0514711,-1.30341,-0.237745,-0.0143227,-0.0829146,2.53367e-17,-0.472053,-0.000869038,-0.360353,-0.0055004,-0.0623412,0.00175788,0,0,0,0,0,0,0
0.01,0.985669,-1.07999,0.158362,-1.30365,-0.237761,-0.0143314,-0.0829194,2.21822e-18,-0.472989,-0.000852004,-0.360592,-0.00550113,-0.0623529,0.00175812,0,0,0,0,0,0,0
0.012,1.15003,-0.808302,0.0625605,-1.42773,-0.224337,-0.0143536,-0.0829243,3.94759e-17,-0.4728,-0.000869035,-0.3611,-0.00550309,-0.0623782,0.00175821,0,0,0,0,0,0,0
0.014,1.01307,-0.808307,0.0625612,-1.20616,-0.236214,-0.0143505,-0.0829293,3.94759e-17,-0.4728,-0.000869035,-0.3611,-0.00550309,-0.0623782,0.00175821,0,0,0,0,0,0,0
0.016,0.848726,-0.508817,0.176575,-1.30397,-0.242949,-0.0270211,-0.0829337,-3.34846e-17,-0.471957,-0.000886083,-0.360897,-0.00550205,-0.0624005,0.00175886,0,0,0,0,0,0,0
0.018,0.985695,-0.481675,0.194821,-1.42755,-0.250476,-0.0151572,-0.0829384,-2.48951e-17,-0.471962,-0.000886086,-0.360901,-0.00550166,-0.0624003,0.00175927,0,0,0,0,0,0,0
0.02,0.985701,-1.05179,-0.0149937,-1.32951,-0.231911,-0.00246877,-0.0829443,-1.56233e-17,-0.471925,-0.000886083,-0.360865,-0.00550196,-0.0623662,0.00175839,0,0,0,0,0,0,0
0.022,0.985707,-0.78033,0.0807926,-1.32954,-0.231136,-0.027012,-0.0829488,-3.34846e-17,-0.471957,-0.000886083,-0.360897,-0.00550205,-0.0624005,0.00175886,0,0,0,0,0,0,0
0.024,0.985714,-0.780334,0.0807935,-1.32955,-0.237082,-0.0151483,-0.0829539,-3.34846e-17,-0.471957,-0.000886083,-0.360897,-0.00550205,-0.0624005,0.00175886,0,0,0,0,0,0,0
0.026,0.98572,-1.07987,-0.0332188,-1.32979,-0.237099,-0.015157,-0.0829587,3.44097e-17,-0.472837,-0.000869038,-0.361137,-0.00550278,-0.0624122,0.00175909,0,0,0,0,0,0,0
0.028,0.985727,-0.808429,0.290628,-1.32979,-0.237115,-0.015154,-0.0829637,1.305e-17,-0.472894,-0.000869048,-0.361137,-0.00550278,-0.0624122,0.0017591,0,0,0,0,0,0,0
0.03,0.985733,-0.509725,-0.0149721,-1.32979,-0.237131,-0.015151,-0.0829687,3.44097e-17,-0.472837,-0.000869038,-0.361137,-0.00550278,-0.0624122,0.00175909,0,0,0,0,0,0,0
0.032,0.985739,-0.781198,-0.147246,-1.32977,-0.243867,-0.00246238,-0.0829742,3.27032e-17,-0.472805,-0.000869038,-0.361105,-0.00550269,-0.0623779,0.00175862,0,0,0,0,0,0,0
0.034,0.985746,-1.37944,0.272403,-1.33001,-0.237954,-0.0143317,-0.082979,8.84473e-19,-0.473741,-0.000852003,-0.361344,-0.00550343,-0.0623897,0.00175886,0,0,0,0,0,0,0
0.036,0.985752,-0.538703,-0.0331805,-1.33028,-0.231249,-0.027026,-0.0829834,2.56516e-17,-0.474652,-0.000834958,-0.361616,-0.00550424,-0.0624356,0.00175957,0,0,0,0,0,0,0
0.038,0.985759,-1.10791,0.176619,-1.32998,-0.237195,0.0102205,-0.08299,1.2365e-17,-0.473705,-0.000852001,-0.361308,-0.00550373,-0.0623556,0.00175798,0,0,0,0,0,0,0
0.04,0.985765,-0.836448,0.0808344,-1.33001,-0.23049,-0.0261833,-0.0829946,-9.20025e-18,-0.473737,-0.000852001,-0.36134,-0.00550382,-0.0623899,0.00175845,0,0,0,0,0,0,0
0.042,0.985771,-0.836489,0.0808353,-1.33005,-0.243157,-0.027005,-0.0829987,6.49919e-18,-0.473773,-0.000852003,-0.361376,-0.00550351,-0.0624239,0.00175933,0,0,0,0,0,0,0
0.044,0.985778,-0.837341,-0.147207,-1.33026,-0.243964,-0.0024674,-0.083004,2.79774e-17,-0.47462,-0.000834958,-0.361584,-0.00550416,-0.0624014,0.0017591,0,0,0,0,0,0,0
0.046,0.985784,-1.13603,0.158394,-1.3303,-0.24477,-0.0270104,-0.0830081,2.13131e-17,-0.474657,-0.00083496,-0.36162,-0.00550385,-0.0624354,0.00175998,0,0,0,0,0,0,0
0.048,0.985791,-1.16409,-0.0514036,-1.33051,-0.232136,-0.00247303,-0.0830138,-7.53208e-18,-0.475557,-0.000817923,-0.361823,-0.00550489,-0.0624131,0.00175934,0,0,0,0,0,0,0
0.05,0.985797,-0.593941,0.158413,-1.33051,-0.238082,-0.0143306,-0.0830188,-7.53208e-18,-0.475557,-0.000817923,-0.361823,-0.00550489,-0.0624131,0.00175934,0,0,0,0,0,0,0
