0.002,0.581411,-0.907481,0.363942,-0.932271,0.226705,0.00293714,-0.0317352,1.79212e-17,-0.512622,-0.000595906,-0.389943,-0.00570203,-0.0640193,0.00167401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.581423,-1.33171,0.161428,-1.00684,0.226717,0.00293921,-0.028912,9.34606e-18,-0.512623,-0.000595905,-0.389944,-0.00570231,-0.0640201,0.00167373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0.581435,-0.907536,0.36395,-0.868395,0.23345,-0.00974243,-0.0343073,3.72059e-17,-0.512654,-0.000595905,-0.389975,-0.0057023,-0.0640533,0.00167445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0.581446,-1.33249,0.374901,-1.08217,0.220808,0.0147697,-0.0317404,3.34184e-17,-0.513374,-0.000595906,-0.390695,-0.00570437,-0.064056,0.00167471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.581458,-0.908313,0.172388,-0.879809,0.233471,-0.00977429,-0.0289167,3.57989e-17,-0.513407,-0.000595903,-0.390728,-0.00570492,-0.0640909,0.00167488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0.58147,-1.33258,0.161445,-0.943764,0.220832,-0.0105955,-0.0343116,2.92778e-17,-0.513442,-0.000595905,-0.390763,-0.00570454,-0.0641243,0.00167602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0.581481,-0.908372,0.363967,-0.943768,0.226774,0.00126794,-0.0317449,2.92778e-17,-0.513442,-0.000595905,-0.390763,-0.00570454,-0.0641243,0.00167602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0.581493,-0.890479,0.161436,-0.943533,0.226787,0.00128157,-0.0289218,-9.0395e-18,-0.512507,-0.000612927,-0.390525,-0.00570407,-0.0641134,0.00167553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0.581505,-1.75771,0.150527,-0.944015,0.226797,0.00126176,-0.0343172,-1.78174e-17,-0.514322,-0.000578877,-0.391003,-0.00570528,-0.064136,0.00167625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.581516,-1.14769,0.246333,-0.944223,0.233529,0.0139375,-0.0289259,5.025e-18,-0.515165,-0.000561847,-0.391207,-0.00570642,-0.0641144,0.00167532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
