0,-4.49438,3.51919,-17.9577,21.1632,0.431843,-11.1974,0.13543,0,-0.0452072,-25.6576,3.08735,-6.76038
0,16.2582,0.641669,-13.0562,21.1634,0.432264,-11.1972,-0.0765773,0,-0.0339801,-4.9052,0.209405,-1.85893
0,17.6755,0.453454,-12.7623,21.1689,0.431056,-11.1931,-1.86156,0,-0.498074,-3.49344,0.0223981,-1.56919
0,18.1455,0.13487,-12.3632,21.1774,0.429474,-11.186,-2.44052,0,-0.831104,-3.03194,-0.294604,-1.17718
0,17.825,0.322968,-12.3245,21.1828,0.42828,-11.1814,-2.49081,0,-0.988717,-3.35779,-0.105312,-1.1431
0,17.5033,0.0978427,-12.1844,21.187,0.426653,-11.1776,-2.42954,0,-1.1062,-3.68363,-0.32881,-1.00676
0,17.0712,0.211068,-12.148,21.1893,0.425848,-11.1753,-2.14979,0,-1.16373,-4.11807,-0.21478,-0.972673
0,16.8008,0.174178,-12.249,21.1904,0.425448,-11.1741,-1.70599,0,-1.1633,-4.38961,-0.25127,-1.07494
0,16.8822,0.23035,-12.3684,21.1904,0.424606,-11.1741,-1.36644,0,-1.08056,-4.30821,-0.194256,-1.19426
0,16.447,0.305179,-12.4372,21.1897,0.424176,-11.1747,-0.915005,0,-0.968282,-4.74265,-0.118997,-1.26244
0,17.2889,0.398257,-12.4713,21.19,0.42375,-11.1747,-1.17816,0,-0.819989,-3.90104,-0.0254935,-1.29654
0,17.7786,0.322994,-12.5561,21.191,0.423748,-11.1743,-1.72356,0,-0.616572,-3.41238,-0.100754,-1.38176
0,17.9434,0.510014,-12.4014,21.1929,0.42376,-11.173,-2.02537,0,-0.603994,-3.24952,0.0862544,-1.22837
0,17.8358,0.359497,-12.4349,21.1939,0.423763,-11.1724,-2.06472,0,-0.495521,-3.35816,-0.064266,-1.26247
0,18.0816,0.265154,-12.4851,21.1954,0.422925,-11.1715,-2.23842,0,-0.396606,-3.11385,-0.157771,-1.31361
0,18.219,0.434351,-12.3987,21.1971,0.423358,-11.1703,-2.29175,0,-0.427773,-2.97813,0.0109928,-1.22839
0,17.9489,0.172091,-12.3806,21.1985,0.423368,-11.1693,-2.27061,0,-0.445506,-3.24967,-0.251277,-1.21135
0,18.1403,0.416125,-12.3626,21.2,0.423379,-11.1682,-2.25458,0,-0.454034,-3.05965,-0.00725342,-1.19432
0,18.2234,0.434807,-12.293,21.2017,0.423817,-11.1669,-2.16653,0,-0.53955,-2.97824,0.0109907,-1.12615
0,18.035,0.265637,-12.3599,21.2033,0.423412,-11.1655,-2.09179,0,-0.589321,-3.16832,-0.157775,-1.19433
0,17.928,0.340492,-12.3074,21.205,0.423007,-11.1642,-2.02945,0,-0.620582,-3.27695,-0.0825152,-1.1432
0,18.4736,0.527948,-12.2371,21.2076,0.423454,-11.162,-2.14319,0,-0.68338,-2.73398,0.104494,-1.07503
0,18.8559,0.190009,-12.3038,21.2098,0.423045,-11.1606,-2.34944,0,-0.64025,-2.35392,-0.233036,-1.14321
0,19.2929,0.340121,-12.302,21.2125,0.422637,-11.1588,-2.55717,0,-0.596472,-1.91954,-0.0825168,-1.14322
0,19.2401,-0.0355823,-12.3523,21.214,0.420955,-11.1579,-2.58031,0,-0.494465,-1.97387,-0.456537,-1.19436
0,19.2691,0.171119,-12.2657,21.2159,0.420122,-11.1566,-2.59642,0,-0.474084,-1.94675,-0.249003,-1.10914
0,19.2713,0.0589629,-12.1959,21.2181,0.419718,-11.1549,-2.56724,0,-0.526544,-1.94677,-0.360755,-1.04097
0,19.1105,0.0212272,-12.16,21.2202,0.418474,-11.1531,-2.44338,0,-0.611177,-2.1097,-0.397247,-1.00689
0,19.0316,0.0778463,-12.0725,21.2228,0.418081,-11.1508,-2.3206,0,-0.699463,-2.19117,-0.340234,-0.921674
0,19.0609,0.247053,-12.0707,21.2249,0.418525,-11.149,-2.21182,0,-0.731286,-2.16404,-0.171473,-0.921679
0,19.2268,0.171398,-11.9829,21.228,0.418133,-11.1464,-2.25971,0,-0.784712,-2.00117,-0.246735,-0.836463
0,19.4197,0.264925,-11.9294,21.2309,0.418158,-11.1441,-2.35174,0,-0.799092,-1.81114,-0.153233,-0.785335
0,19.504,0.283196,-11.927,21.2337,0.418187,-11.1417,-2.29672,0,-0.842529,-1.72971,-0.134991,-0.785339
0,19.8596,0.301035,-11.9421,21.2364,0.417783,-11.1397,-2.42246,0,-0.819088,-1.37678,-0.116748,-0.802388
0,20.1347,0.413237,-11.8199,21.24,0.418238,-11.1368,-2.49572,0,-0.855053,-1.1053,-0.00500064,-0.683082
0,19.8917,0.35623,-11.9722,21.2414,0.418247,-11.1357,-2.42609,0,-0.803328,-1.34967,-0.0620174,-0.836485
0,19.7033,0.374066,-11.8856,21.2431,0.41784,-11.1344,-2.30495,0,-0.786946,-1.53973,-0.0437739,-0.751267
0,19.8674,0.29839,-11.97,21.2443,0.417425,-11.1335,-2.19654,0,-0.736028,-1.37685,-0.119035,-0.836493
0,19.7874,0.391903,-11.9859,21.2457,0.417435,-11.1324,-2.17442,0,-0.684201,-1.45831,-0.0255313,-0.853541
0,19.4075,0.31622,-12.0028,21.246,0.417012,-11.1323,-1.91349,0,-0.582609,-1.83843,-0.100792,-0.870589
0,19.4902,0.222299,-11.9679,21.2472,0.416597,-11.1313,-1.86862,0,-0.544548,-1.757,-0.194298,-0.836505
0,19.6,0.297143,-12.0181,21.2484,0.416182,-11.1304,-1.83223,0,-0.511082,-1.64841,-0.119039,-0.887642
0,19.7388,0.390253,-11.828,21.2515,0.415788,-11.1278,-1.9742,0,-0.641147,-1.51268,-0.0255354,-0.70016
0,19.6326,0.689881,-11.826,21.2539,0.416658,-11.1258,-1.98747,0,-0.675969,-1.6213,0.273223,-0.700164
0,19.7707,0.294511,-11.7899,21.2563,0.415832,-11.1238,-1.99467,0,-0.701294,-1.48556,-0.121322,-0.666079
0,19.8007,0.275446,-11.7022,21.2591,0.415013,-11.1214,-1.99393,0,-0.751267,-1.45843,-0.139567,-0.580862
0,20.1022,0.444238,-11.6998,21.262,0.415041,-11.1189,-1.99102,0,-0.791459,-1.15979,0.0291975,-0.580866
0,19.9145,0.274646,-11.7148,21.2644,0.414214,-11.1169,-1.98835,0,-0.797494,-1.34986,-0.139568,-0.597913
0,19.808,0.349502,-11.6448,21.2665,0.41381,-11.1151,-1.90617,0,-0.803825,-1.45847,-0.064308,-0.529739
0,19.4017,0.25516,-11.712,21.2675,0.412973,-11.1141,-1.53834,0,-0.78404,-1.86574,-0.157813,-0.597919
0,19.3214,0.235653,-11.6598,21.2686,0.411712,-11.1131,-1.31643,0,-0.763859,-1.94721,-0.176059,-0.54679
0,19.5131,0.216997,-11.6925,21.2703,0.411301,-11.1117,-1.39321,0,-0.742237,-1.75717,-0.194305,-0.580881
0,19.3517,0.291419,-11.6913,21.2718,0.410465,-11.1104,-1.32338,0,-0.723645,-1.92009,-0.119046,-0.580884
0,19.299,0.291007,-11.6388,21.2734,0.410054,-11.109,-1.39215,0,-0.705134,-1.97441,-0.119047,-0.529754
0,19.7901,0.290176,-11.6198,21.2758,0.409224,-11.107,-1.54821,0,-0.72087,-1.48572,-0.119048,-0.512713
0,19.1666,0.195831,-11.6529,21.2768,0.408385,-11.1061,-1.19286,0,-0.70525,-2.11019,-0.212554,-0.546804
0,19.3592,0.176333,-11.4972,21.2794,0.407133,-11.1038,-1.28681,0,-0.750748,-1.92016,-0.2308,-0.393409
0,19.1975,0.438187,-11.5984,21.2806,0.40672,-11.1027,-1.09847,0,-0.729442,-2.08308,0.0314678,-0.495677
0,19.4173,0.475125,-11.4938,21.2832,0.407169,-11.1004,-1.21463,0,-0.767924,-1.8659,0.0679564,-0.393414
0,19.0115,0.0424039,-11.5094,21.2846,0.405483,-11.099,-0.88967,0,-0.774582,-2.27317,-0.363079,-0.410461
