0.002,1.37688,-0.823137,0.028346,-0.600193,0.146685,0.0485185,-0.0813782,-5.9646e-17,-0.426268,-0.0024355,-0.37634,-0.00561204,-0.0620589,0.00168809,0,0.121931,0,-0.321981,0,0,0
0.004,1.37689,-1.36602,0.0283293,-0.724276,0.146692,0.0484992,-0.0788141,1.81469e-17,-0.426141,-0.00245254,-0.376853,-0.00561362,-0.062084,0.00168858,0,-0.0106378,0,-0.091431,0,0,0
0.006,1.3769,-1.36603,0.25639,-0.502702,0.146701,0.048505,-0.0788192,1.81469e-17,-0.426141,-0.00245254,-0.376853,-0.00561362,-0.062084,0.00168858,0,0.07773,0,-0.0535781,0,0,0
0.008,1.37691,-1.06645,-0.0492272,-0.600467,0.14671,0.0485234,-0.0816497,-1.60069e-17,-0.425204,-0.00246956,-0.376612,-0.00561261,-0.0620714,0.00168861,0,-0.0504111,0,-0.0286431,0,0,0
0.01,1.37692,-1.63831,0.160606,-0.72503,0.146716,0.0484797,-0.07626,-1.20683e-17,-0.426893,-0.00245254,-0.377604,-0.00561594,-0.0621208,0.0016893,0,0.255573,0,0.156159,0,0,0
0.012,1.37692,-1.36769,-0.163222,-0.627262,0.160165,0.0484739,-0.0788338,-8.48895e-18,-0.427768,-0.00243549,-0.37784,-0.00561702,-0.0621324,0.0016891,0,0.480693,0,0.132438,0,0,0
0.014,1.37693,-1.06802,0.142345,-0.751139,0.155033,0.03578,-0.076013,3.81987e-17,-0.426737,-0.00246954,-0.378145,-0.00561836,-0.0621807,0.00168956,0,0.0713719,0,0.260622,0,0,0
0.016,1.37694,-1.33946,0.0465604,-0.776637,0.149112,0.0730183,-0.0814132,3.54839e-17,-0.426668,-0.00246955,-0.378076,-0.00561797,-0.0621115,0.00168848,0,0.146153,0,0.206945,0,0,0
0.018,1.37695,-0.740352,0.0465269,-0.554584,0.149122,0.0493262,-0.0788501,-6.6642e-18,-0.424852,-0.00250361,-0.377597,-0.00561649,-0.0620881,0.00168802,0,-0.186714,0,0.159667,0,0,0
0.02,1.37696,-1.2834,0.0465274,-0.652626,0.14241,0.0366465,-0.0788542,8.66827e-18,-0.424888,-0.00250362,-0.377633,-0.00561638,-0.0621223,0.00168891,0,-0.0535127,0,0.129711,0,0,0
0.022,1.37697,-0.983858,-0.0675193,-0.775993,0.14163,0.03584,-0.0816839,1.20963e-17,-0.423987,-0.00252065,-0.377429,-0.00561526,-0.0621439,0.00168983,0,-0.146782,0,0.104225,0,0,0
0.024,1.37698,-0.956718,-0.0857638,-0.67799,0.147568,0.0477054,-0.0762951,-1.98414e-19,-0.423988,-0.00252064,-0.37743,-0.00561554,-0.0621448,0.00168956,0,-0.0258143,0,0.0880808,0,0,0
0.026,1.37699,-1.22735,0.238065,-0.554181,0.147578,0.0477229,-0.078869,1.50974e-17,-0.423109,-0.00253768,-0.377191,-0.0056148,-0.062133,0.00168934,0,-0.129054,0,0.07293,0,0,0
0.028,1.377,-0.62915,-0.181583,-0.651978,0.154308,0.0350557,-0.081699,1.22941e-17,-0.422203,-0.00255471,-0.376982,-0.00561402,-0.0621545,0.00168984,0,-0.208119,0,0.0612069,0,0,0
0.03,1.37701,-1.46988,-0.104059,-0.65174,0.148387,0.0469328,-0.0763105,-3.53442e-17,-0.421268,-0.00257172,-0.376744,-0.00561355,-0.0621437,0.00168934,0,-0.269587,0,0.0520481,0,0,0
